dashboard_id,medewerker_id,snapshot_datum,activiteiten_vandaag,actieve_minuten_vandaag,calorieen_vandaag,gem_hartslag,reeks_weken,totaal_punten,rang_in_org,doel_voortgang_pct
15706,989,2025-11-23,1,40.3,443,135.0,2,450,32,44.8
15707,1022,2025-11-23,1,46.1,507,,3,2450,11,38.4
15708,1019,2025-11-23,1,47.9,526,107.0,2,1950,20,39.9
15709,973,2025-11-23,1,35.2,387,118.0,3,850,9,53.1
15710,921,2025-11-23,1,49.8,547,140.0,2,1450,78,33.2
15711,987,2025-11-20,1,62.0,537,133.0,2,300,5,78.1
15712,995,2025-11-20,1,58.2,504,,2,1700,8,59.9
15713,1017,2025-11-20,1,57.9,501,110.0,2,200,6,37.7
15714,978,2025-11-20,1,54.2,469,116.0,2,2250,4,78.9
15715,930,2025-11-22,1,59.7,692,125.0,2,300,3,65.1
15716,1012,2025-11-22,1,62.6,726,144.0,2,1250,2,45.5
15717,961,2025-11-22,1,68.2,791,125.0,3,950,13,32.5
15718,960,2025-11-22,1,68.1,789,141.0,1,1300,12,22.7
15719,978,2025-11-22,1,64.1,743,120.0,2,2250,4,78.9
15720,966,2025-11-22,1,44.8,519,127.0,2,550,59,18.7
15721,955,2025-11-26,1,47.5,668,128.0,1,400,14,26.4
15722,947,2025-11-26,1,45.4,639,124.0,2,1300,13,15.1
15723,1012,2025-11-26,1,46.2,650,146.0,3,1250,1,39.6
15724,1028,2025-11-26,1,42.7,601,134.0,1,1650,16,35.6
15725,951,2025-11-26,1,39.7,559,124.0,4,1550,19,13.2
15726,1019,2025-11-26,1,48.6,684,126.0,3,1950,15,40.5
15727,946,2025-11-26,1,40.4,568,155.0,3,1500,17,13.5
15728,941,2025-11-28,1,79.0,658,131.0,1,1100,7,32.9
15729,962,2025-11-28,1,73.4,611,137.0,3,350,9,61.2
15730,978,2025-11-28,1,71.9,599,114.0,3,2250,11,47.9
15731,1012,2025-11-28,1,72.7,605,138.0,3,1250,1,39.6
15732,927,2025-11-28,1,70.6,588,135.0,1,1250,8,78.4
15733,966,2025-11-28,1,70.9,590,122.0,3,550,10,29.5
15734,1000,2025-11-28,1,75.0,625,131.0,4,450,2,73.7
15735,994,2025-11-28,1,67.0,558,120.0,4,2250,12,22.3
15736,929,2025-11-28,1,75.2,626,130.0,1,1700,6,41.8
15737,989,2025-11-25,1,120.6,1004,129.0,3,450,3,134.0
15738,974,2025-11-25,1,118.1,984,112.0,3,500,4,39.4
15739,1022,2025-11-25,1,117.7,980,131.0,4,2450,5,98.1
15740,1018,2025-11-29,1,22.3,314,120.0,1,1400,94,14.9
15741,925,2025-11-29,1,32.8,461,113.0,1,300,20,21.9
15742,959,2025-11-29,1,34.4,484,,1,500,10,38.2
15743,1000,2025-11-29,1,35.5,499,129.0,4,450,2,73.7
15744,923,2025-11-29,1,37.1,522,137.0,1,300,18,24.7
15745,994,2025-12-04,1,58.2,349,102.0,5,2250,5,52.2
15746,983,2025-12-04,1,61.9,371,110.0,1,250,16,20.6
15747,987,2025-12-04,1,61.4,368,122.0,1,300,1,150
15748,927,2025-12-04,1,59.3,355,133.0,2,1250,6,150
15749,955,2025-12-05,1,41.7,587,117.0,2,400,14,62.9
15750,930,2025-12-05,1,48.7,685,140.0,1,300,3,27.1
15751,925,2025-12-05,1,47.5,668,112.0,2,300,4,112.4
15752,1020,2025-12-05,1,47.9,674,140.0,1,200,87,31.9
15753,1026,2025-12-05,1,36.1,508,122.0,1,600,19,73.3
15754,994,2025-12-05,1,41.3,581,120.0,5,2250,5,52.2
15755,1022,2025-12-05,1,54.6,768,137.0,5,2450,18,85.5
15756,975,2025-12-05,1,40.4,568,139.0,1,1700,23,19.2
15757,987,2025-12-05,1,38.5,542,141.0,1,300,1,150
15758,980,2025-12-05,1,47.8,673,124.0,1,1550,13,26.6
15759,959,2025-12-07,1,55.2,662,146.0,2,500,11,128.6
15760,921,2025-12-07,1,63.2,758,143.0,1,1450,15,71.0
15761,989,2025-12-07,1,67.1,805,131.0,4,450,9,135.9
15762,1028,2025-12-07,1,60.1,721,132.0,2,1650,16,50.1
15763,943,2025-12-07,1,64.2,770,,1,800,8,68.8
15764,981,2025-12-07,1,52.9,634,138.0,1,1200,3,86.1
15765,997,2025-12-01,1,57.2,629,147.0,1,950,2,80.5
15766,924,2025-12-01,1,60.4,664,151.0,1,900,18,28.8
15767,995,2025-12-01,1,57.0,627,138.0,1,1700,13,66.3
15768,1023,2025-12-03,1,47.9,119,,1,1550,12,53.2
15769,923,2025-12-03,1,45.1,112,113.0,2,300,17,67.3
15770,948,2025-12-03,1,49.6,123,107.0,1,1350,86,23.6
15771,1000,2025-12-03,1,47.6,119,107.0,5,450,2,31.7
15772,945,2025-12-03,1,50.9,127,109.0,1,1950,10,77.3
15773,921,2025-12-03,1,43.3,108,124.0,1,1450,15,71.0
15774,946,2025-12-03,2,80.3,543,136.0,4,1500,20,26.8
15775,1012,2025-12-03,1,51.8,129,121.0,4,1250,16,35.7
15776,947,2025-12-03,1,42.8,106,99.0,3,1300,13,14.3
15777,987,2025-12-03,2,105.0,479,124.0,1,300,1,150
15778,964,2025-12-03,1,36.1,90,112.0,1,1500,19,15.0
15779,1022,2025-12-03,1,48.0,120,108.0,5,2450,18,85.5
15780,1019,2025-12-03,1,46.5,116,100.0,4,1950,15,38.8
15781,981,2025-12-02,1,94.9,597,130.0,1,1200,3,86.1
15782,927,2025-12-02,1,96.6,608,119.0,2,1250,6,150
15783,997,2025-12-06,1,59.8,119,122.0,1,950,2,80.5
15784,994,2025-12-06,1,57.2,114,107.0,5,2250,5,52.2
15785,1012,2025-12-06,1,55.2,110,118.0,4,1250,16,35.7
15786,937,2025-12-06,1,60.9,121,129.0,1,550,18,
15787,989,2025-12-06,1,55.2,110,121.0,4,450,9,135.9
15788,943,2025-12-06,1,59.6,119,107.0,1,800,8,68.8
15789,952,2025-12-06,1,56.3,112,,1,1350,10,26.8
15790,929,2025-12-06,1,56.1,112,114.0,2,1700,6,31.2
15791,974,2025-12-06,1,62.1,124,96.0,4,500,12,38.7
15792,923,2025-12-06,1,55.8,111,115.0,2,300,17,67.3
15793,955,2025-12-02,1,71.5,858,110.0,2,400,14,62.9
15794,939,2025-12-02,1,58.9,706,146.0,1,600,7,101.6
15795,998,2025-12-02,1,49.4,592,,1,1050,88,54.9
15796,958,2025-12-02,1,66.2,794,,1,500,21,36.8
15797,959,2025-12-02,1,60.5,726,149.0,2,500,11,128.6
15798,945,2025-12-02,1,65.1,781,124.0,1,1950,10,77.3
15799,997,2025-12-02,1,55.4,664,139.0,1,950,2,80.5
15800,987,2025-12-02,1,69.1,829,,1,300,1,150
15801,925,2025-12-02,1,58.6,703,119.0,2,300,4,112.4
15802,1017,2025-12-03,1,58.4,367,104.0,1,200,6,19.5
15803,981,2025-12-03,1,58.8,370,145.0,1,1200,3,86.1
15804,965,2025-12-03,1,57.2,360,110.0,1,600,62,27.2
15805,939,2025-12-03,1,63.0,396,133.0,1,600,7,101.6
15806,925,2025-12-03,1,62.5,393,107.0,2,300,4,112.4
15807,974,2025-12-03,1,54.0,340,103.0,4,500,12,38.7
15808,995,2025-12-03,1,62.4,393,139.0,1,1700,13,66.3
15809,1027,2025-12-03,1,61.1,384,118.0,1,1350,7,40.7
15810,1025,2025-12-03,1,59.4,374,126.0,1,500,17,33.0
15811,973,2025-12-03,2,83.7,679,111.0,1,850,9,46.5
15812,962,2025-12-03,2,84.0,698,124.0,4,350,9,70.0
15813,997,2025-12-03,1,69.1,435,139.0,1,950,2,80.5
15814,978,2025-12-03,1,69.9,440,,4,2250,11,46.6
15815,1026,2025-12-03,1,51.9,326,115.0,1,600,19,73.3
15816,1003,2025-12-03,1,56.6,356,130.0,1,200,20,23.6
15817,1012,2025-12-13,1,62.4,393,127.0,5,1250,16,20.8
15818,1013,2025-12-13,1,60.3,379,111.0,1,1500,1,20.1
15819,975,2025-12-12,1,46.9,323,133.0,2,1700,15,38.2
15820,946,2025-12-12,1,42.0,289,,5,1500,8,40.8
15821,962,2025-12-12,1,44.9,309,,5,350,13,81.7
15822,974,2025-12-12,1,50.2,346,104.0,5,500,12,16.7
15823,988,2025-12-12,1,43.6,300,133.0,1,800,54,29.1
15824,948,2025-12-12,1,43.6,300,112.0,2,1350,74,20.8
15825,1023,2025-12-12,1,47.7,329,119.0,2,1550,16,82.6
15826,993,2025-12-12,1,79.0,474,111.0,1,500,20,52.7
15827,947,2025-12-12,1,73.1,438,107.0,4,1300,13,24.4
15828,997,2025-12-12,1,76.0,456,138.0,2,950,12,34.5
15829,1020,2025-12-13,1,61.9,495,118.0,2,200,7,98.5
15830,1029,2025-12-13,1,54.7,437,119.0,1,1350,14,88.9
15831,962,2025-12-13,1,53.1,424,126.0,5,350,13,81.7
15832,1019,2025-12-13,1,54.8,438,,5,1950,2,144.3
15833,1020,2025-12-12,1,85.8,114,,2,200,7,98.5
15834,1019,2025-12-12,1,90.6,120,93.0,5,1950,2,144.3
15835,939,2025-12-12,1,84.4,112,125.0,2,600,5,126.4
15836,1000,2025-12-13,2,164.3,1446,120.5,6,450,1,150
15837,1028,2025-12-13,1,107.2,982,,3,1650,17,89.3
15838,945,2025-12-13,2,174.8,1543,123.0,2,1950,3,116.5
15839,941,2025-12-13,1,66.5,554,131.0,1,1100,7,27.7
15840,1027,2025-12-13,1,68.5,570,118.0,2,1350,11,67.0
15841,966,2025-12-13,1,72.2,601,,1,550,10,30.1
15842,955,2025-12-13,1,86.3,719,97.0,3,400,9,65.3
15843,937,2025-12-13,1,72.6,605,137.0,2,550,18,
15844,939,2025-12-13,1,67.3,560,136.0,2,600,5,126.4
15845,957,2025-12-13,1,76.4,636,123.0,1,750,19,63.7
15846,930,2025-12-13,1,75.8,631,122.0,2,300,10,59.5
15847,951,2025-12-13,1,71.6,596,,1,1550,19,23.9
15848,978,2025-12-13,1,84.4,703,116.0,5,2250,18,56.3
15849,979,2025-12-13,1,77.0,641,120.0,1,1200,6,50.2
15850,946,2025-12-13,1,80.4,670,127.0,5,1500,8,40.8
15851,1018,2025-12-13,1,76.5,637,103.0,1,1400,67,51.0
15852,929,2025-12-13,1,79.1,659,133.0,3,1700,4,90.6
15853,955,2025-12-14,1,31.2,343,118.0,3,400,9,65.3
15854,943,2025-12-14,1,34.2,376,132.0,2,800,8,19.0
15855,1027,2025-12-14,1,32.0,352,114.0,2,1350,11,67.0
15856,930,2025-12-14,1,31.3,344,,2,300,10,59.5
15857,989,2025-12-14,1,36.1,397,131.0,5,450,9,40.1
15858,921,2025-12-14,1,31.1,342,139.0,2,1450,15,20.7
15859,997,2025-12-14,1,27.4,301,132.0,2,950,12,34.5
15860,995,2025-12-14,1,24.1,265,142.0,2,1700,13,13.4
15861,1029,2025-12-14,1,25.3,278,116.0,1,1350,14,88.9
15862,924,2025-12-14,1,32.7,359,147.0,2,900,18,15.6
15863,1022,2025-12-14,1,32.7,359,,6,2450,18,27.3
15864,1023,2025-12-14,1,26.6,292,112.0,2,1550,16,82.6
15865,1000,2025-12-14,1,21.6,237,116.0,6,450,1,150
15866,1019,2025-12-14,1,27.8,305,113.0,5,1950,2,144.3
15867,1025,2025-12-14,1,33.1,364,122.0,2,500,17,18.4
15868,981,2025-12-14,1,36.5,401,148.0,2,1200,3,15.2
15869,975,2025-12-14,1,33.3,366,131.0,2,1700,15,38.2
15870,961,2025-12-14,1,29.3,322,131.0,1,950,13,14.0
15871,1000,2025-12-09,1,83.3,499,113.0,6,450,1,150
15872,979,2025-12-09,1,73.6,441,113.0,1,1200,6,50.2
15873,929,2025-12-09,1,84.0,504,120.0,3,1700,4,90.6
15874,973,2025-12-16,1,45.0,495,107.0,1,850,8,69.9
15875,965,2025-12-16,1,44.0,484,109.0,1,600,105,21.0
15876,1028,2025-12-16,2,102.2,499,122.0,4,1650,19,85.2
15877,952,2025-12-16,1,37.8,415,124.0,1,1350,10,18.0
15878,994,2025-12-16,1,37.9,416,118.0,1,2250,5,12.6
15879,957,2025-12-16,1,40.0,440,122.0,2,750,19,75.8
15880,966,2025-12-16,1,42.4,466,120.0,2,550,10,35.2
15881,1027,2025-12-16,2,103.2,585,112.5,3,1350,4,111.7
15882,999,2025-12-16,2,116.0,686,109.5,1,400,1,101.5
15883,924,2025-12-16,1,44.9,493,138.0,3,900,18,21.4
15884,927,2025-12-16,1,44.7,491,142.0,1,1250,6,49.7
15885,1000,2025-12-16,1,44.5,489,129.0,7,450,1,29.7
15886,978,2025-12-16,1,43.7,480,119.0,6,2250,18,29.1
15887,945,2025-12-16,1,50.1,551,118.0,3,1950,3,33.4
15888,1027,2025-12-20,1,64.4,684,126.0,3,1350,4,111.7
15889,936,2025-12-20,1,58.0,616,139.0,1,400,7,96.6
15890,1025,2025-12-20,1,62.2,661,,3,500,13,70.7
15891,1018,2025-12-20,1,65.8,699,107.0,2,1400,17,73.3
15892,1017,2025-12-20,1,52.2,555,,1,200,6,17.4
15893,1013,2025-12-20,1,58.7,624,101.0,2,1500,16,38.4
15894,998,2025-12-20,1,83.9,1370,133.0,1,1050,11,150
15895,922,2025-12-20,1,77.1,1259,134.0,1,750,5,150
15896,942,2025-12-20,1,74.7,1220,,1,1750,11,24.9
15897,935,2025-12-20,1,77.4,1264,149.0,1,1000,10,
15898,923,2025-12-20,1,79.2,1293,137.0,1,300,2,123.9
15899,974,2025-12-20,1,79.0,1290,113.0,6,500,12,26.3
15900,1023,2025-12-20,1,75.2,1228,131.0,3,1550,16,83.6
15901,925,2025-12-20,1,78.6,1283,123.0,1,300,4,52.4
15902,922,2025-12-15,2,82.8,974,130.0,1,750,5,150
15903,999,2025-12-15,2,97.2,1144,127.5,1,400,1,101.5
15904,988,2025-12-15,1,44.8,537,135.0,2,800,87,29.9
15905,981,2025-12-15,3,121.0,1391,144.3,3,1200,9,50.4
15906,960,2025-12-15,1,56.3,675,148.0,1,1300,14,42.3
15907,951,2025-12-15,2,109.9,1618,130.5,2,1550,6,53.1
15908,941,2025-12-15,2,82.1,970,134.0,2,1100,7,34.2
15909,939,2025-12-15,1,43.7,524,139.0,3,600,5,36.4
15910,947,2025-12-15,1,43.2,501,116.0,5,1300,13,14.4
15911,973,2025-12-15,2,80.9,914,115.0,1,850,8,69.9
15912,929,2025-12-15,1,31.3,363,139.0,4,1700,4,49.3
15913,1022,2025-12-15,2,91.6,1038,132.5,7,2450,18,76.3
15914,921,2025-12-15,1,40.1,465,152.0,3,1450,15,26.7
15915,936,2025-12-15,2,86.9,980,140.0,1,400,7,96.6
15916,966,2025-12-15,1,42.2,489,129.0,2,550,10,35.2
15917,1018,2025-12-15,1,44.2,512,115.0,2,1400,17,73.3
15918,987,2025-12-15,1,44.5,516,123.0,1,300,1,29.7
15919,948,2025-12-15,1,44.8,519,119.0,3,1350,68,21.3
15920,923,2025-12-15,1,43.2,501,118.0,1,300,2,123.9
15921,993,2025-12-16,1,56.6,75,98.0,2,500,20,37.7
15922,951,2025-12-16,1,49.3,65,,2,1550,6,53.1
15923,995,2025-12-16,1,60.4,80,118.0,3,1700,12,74.4
15924,923,2025-12-16,1,63.4,84,104.0,1,300,2,123.9
15925,990,2025-12-16,1,58.7,78,111.0,1,500,18,60.1
15926,930,2025-12-16,1,63.1,84,114.0,3,300,15,66.9
15927,1030,2025-12-16,1,64.8,86,110.0,1,200,100,
15928,975,2025-12-16,1,64.6,86,117.0,3,1700,3,86.2
15929,1020,2025-12-16,1,59.9,79,,3,200,20,68.8
15930,929,2025-12-16,1,57.5,76,107.0,4,1700,4,49.3
15931,960,2025-12-16,1,70.7,94,117.0,1,1300,14,42.3
15932,964,2025-12-16,1,62.3,83,106.0,1,1500,19,26.0
15933,935,2025-12-15,1,78.5,1282,145.0,1,1000,10,
15934,995,2025-12-15,1,73.5,1200,150.0,3,1700,12,74.4
15935,930,2025-12-15,1,57.4,497,134.0,3,300,15,66.9
15936,975,2025-12-15,2,116.5,1135,135.0,3,1700,3,86.2
15937,998,2025-12-15,1,57.9,501,129.0,1,1050,11,150
15938,958,2025-12-15,1,63.2,547,125.0,1,500,48,35.1
15939,1013,2025-12-15,1,56.5,489,115.0,2,1500,16,38.4
15940,1025,2025-12-15,1,65.0,563,114.0,3,500,13,70.7
15941,962,2025-12-15,1,45.6,501,131.0,6,350,13,38.0
15942,957,2025-12-15,1,51.0,561,124.0,2,750,19,75.8
15943,1029,2025-12-15,1,57.0,627,127.0,2,1350,14,63.3
15944,997,2025-12-15,1,45.4,499,143.0,3,950,12,15.1
15945,1019,2025-12-15,1,45.6,501,109.0,6,1950,2,38.0
15946,990,2025-12-15,1,49.5,544,124.0,1,500,18,60.1
15947,1020,2025-12-15,1,43.3,476,123.0,3,200,20,68.8
15948,932,2025-12-25,1,25.6,64,108.0,1,1500,38,
15949,929,2025-12-25,1,33.3,83,120.0,5,1700,4,18.5
15950,995,2025-12-25,1,39.0,97,130.0,4,1700,2,53.7
15951,947,2025-12-25,1,32.4,80,106.0,6,1300,13,10.8
15952,1018,2025-12-25,1,33.3,83,111.0,3,1400,17,22.2
15953,975,2025-12-25,1,26.9,67,116.0,4,1700,3,12.8
15954,1019,2025-12-25,1,31.2,78,96.0,7,1950,3,75.9
15955,923,2025-12-25,1,27.6,69,,2,300,2,18.4
15956,956,2025-12-25,1,27.6,69,104.0,1,1250,58,30.7
15957,1013,2025-12-25,1,27.6,69,100.0,3,1500,16,9.2
15958,939,2025-12-25,1,30.2,75,119.0,4,600,5,25.2
15959,1008,2025-12-25,1,29.5,73,100.0,1,900,30,24.6
15960,1016,2025-12-25,1,36.4,91,121.0,1,600,54,
15961,930,2025-12-25,1,28.5,71,127.0,4,300,15,15.8
15962,994,2025-12-25,1,32.0,80,,2,2250,5,10.7
15963,963,2025-12-25,1,24.1,60,112.0,1,250,39,13.4
15964,1029,2025-12-25,1,36.0,90,101.0,3,1350,20,40.0
15965,948,2025-12-25,1,29.5,73,105.0,4,1350,69,14.0
15966,1022,2025-12-25,1,41.8,104,124.0,8,2450,19,34.8
15967,974,2025-12-22,1,73.7,1203,119.0,7,500,1,46.0
15968,1023,2025-12-22,1,61.5,1004,124.0,4,1550,5,68.3
15969,1028,2025-12-22,1,54.4,888,134.0,5,1650,16,45.3
15970,1019,2025-12-22,1,59.9,978,120.0,7,1950,3,75.9
15971,1012,2025-12-22,1,55.7,909,144.0,1,1250,12,18.6
15972,922,2025-12-22,1,67.6,1104,131.0,2,750,4,75.1
15973,995,2025-12-28,1,57.6,499,142.0,4,1700,2,53.7
15974,1017,2025-12-28,1,55.5,481,105.0,2,200,14,18.5
15975,1000,2025-12-28,1,56.0,485,,8,450,11,37.3
15976,981,2025-12-28,1,57.9,501,138.0,4,1200,9,24.1
15977,927,2025-12-28,1,52.7,456,139.0,2,1250,17,58.6
15978,1025,2025-12-28,1,50.0,433,117.0,4,500,15,27.8
15979,966,2025-12-28,1,59.7,517,123.0,3,550,8,24.9
15980,955,2025-12-28,1,55.9,484,112.0,1,400,6,31.1
15981,985,2025-12-28,1,58.5,507,140.0,1,300,10,27.9
15982,965,2025-12-28,1,51.6,447,114.0,2,600,18,24.6
15983,974,2025-12-28,1,64.3,557,,7,500,1,46.0
15984,1015,2025-12-28,1,55.6,481,120.0,1,50,13,37.1
15985,962,2025-12-28,1,56.9,493,136.0,7,350,7,47.4
15986,959,2026-01-04,1,48.8,536,138.0,1,500,11,54.2
15987,943,2026-01-04,1,64.7,711,124.0,1,800,8,35.9
15988,978,2026-01-04,1,55.5,610,113.0,1,2250,18,37.0
15989,1022,2026-01-04,2,148.4,755,118.0,9,2450,4,123.7
15990,1008,2026-01-04,1,60.7,667,122.0,2,900,8,100.6
15991,973,2026-01-04,1,60.7,667,112.0,1,850,7,67.2
15992,1019,2026-01-04,1,65.9,724,116.0,8,1950,3,54.9
15993,952,2026-01-04,1,53.1,584,120.0,1,1350,10,25.3
15994,1025,2026-01-04,1,59.1,650,127.0,5,500,6,72.2
15995,964,2026-01-04,1,57.7,634,128.0,1,1500,9,49.8
15996,921,2026-01-04,1,62.1,683,136.0,1,1450,15,41.4
15997,960,2026-01-04,2,150.1,787,139.0,1,1300,1,50.0
15998,930,2026-01-04,1,69.2,761,144.0,5,300,20,38.4
15999,990,2026-01-04,2,148.4,720,117.5,1,500,3,82.4
16000,1008,2026-01-03,1,60.0,304,121.0,2,900,8,100.6
16001,931,2026-01-03,1,60.9,308,131.0,1,650,48,29.0
16002,973,2026-01-03,1,60.3,305,,1,850,7,67.2
16003,924,2026-01-03,1,62.2,315,144.0,1,900,18,29.6
16004,1020,2026-01-03,1,64.2,325,125.0,1,200,2,102.1
16005,994,2026-01-03,1,59.8,302,112.0,3,2250,5,19.9
16006,923,2026-01-03,1,61.8,313,129.0,3,300,2,41.2
16007,1016,2026-01-03,1,56.8,287,134.0,2,600,86,
16008,951,2026-01-03,1,60.7,307,107.0,1,1550,6,20.2
16009,939,2026-01-03,1,65.8,333,129.0,5,600,5,54.8
16010,979,2026-01-03,1,66.4,336,110.0,1,1200,6,22.1
16011,985,2026-01-03,1,65.8,333,124.0,2,300,10,31.3
16012,1025,2026-01-03,1,70.8,358,122.0,5,500,6,72.2
16013,964,2026-01-03,1,61.8,313,122.0,1,1500,9,49.8
16014,947,2026-01-03,1,58.7,297,106.0,7,1300,5,48.0
16015,1030,2026-01-04,1,91.7,122,96.0,1,200,12,
16016,1020,2026-01-04,1,88.9,118,114.0,1,200,2,102.1
16017,1013,2026-01-04,1,81.1,108,92.0,4,1500,19,27.0
16018,1028,2026-01-04,1,91.8,122,107.0,6,1650,11,76.5
16019,972,2026-01-04,1,88.0,117,,1,450,16,73.3
16020,998,2026-01-04,1,93.2,124,125.0,1,1050,13,103.6
16021,987,2026-01-04,1,87.0,116,114.0,1,300,18,58.0
16022,932,2026-01-04,1,85.4,113,107.0,2,1500,15,
16023,946,2026-01-04,1,97.4,129,117.0,1,1500,10,32.5
16024,947,2026-01-04,1,85.2,113,113.0,7,1300,5,48.0
16025,1027,2026-01-04,1,88.4,117,98.0,1,1350,14,58.9
16026,975,2026-01-04,1,85.6,114,117.0,5,1700,17,40.8
16027,1013,2026-01-09,1,58.5,438,104.0,5,1500,5,83.7
16028,1008,2026-01-09,1,64.4,483,108.0,3,900,8,90.3
16029,999,2026-01-09,2,135.2,1695,126.5,1,400,3,127.7
16030,1017,2026-01-09,1,60.3,452,105.0,1,200,12,67.3
16031,973,2026-01-09,1,51.5,386,109.0,2,850,18,79.3
16032,955,2026-01-09,1,62.0,465,117.0,1,400,6,34.4
16033,965,2026-01-09,1,53.1,398,107.0,1,600,18,45.7
16034,998,2026-01-09,1,47.5,356,124.0,2,1050,13,52.8
16035,994,2026-01-09,1,51.3,384,114.0,4,2250,5,17.1
16036,925,2026-01-09,1,62.3,467,108.0,1,300,1,150
16037,966,2026-01-08,1,44.7,226,115.0,1,550,14,59.2
16038,979,2026-01-08,1,43.9,222,113.0,2,1200,6,28.1
16039,923,2026-01-08,1,43.6,220,110.0,4,300,2,56.7
16040,964,2026-01-08,1,45.5,230,115.0,2,1500,9,49.0
16041,947,2026-01-08,2,97.3,256,102.0,8,1300,5,32.4
16042,1022,2026-01-09,1,98.1,1602,139.0,10,2450,17,121.2
16043,975,2026-01-09,1,82.2,1342,133.0,6,1700,17,59.7
16044,972,2026-01-09,1,101.1,1651,137.0,2,450,16,84.2
16045,1029,2026-01-09,1,90.1,1471,139.0,1,1350,20,100.1
16046,946,2026-01-09,1,93.4,1525,150.0,2,1500,15,57.6
16047,943,2026-01-09,1,83.3,1360,139.0,2,800,9,115.3
16048,959,2026-01-09,1,95.0,1551,156.0,2,500,11,150
16049,1012,2026-01-09,1,93.9,1533,155.0,1,1250,12,31.3
16050,1019,2026-01-08,1,61.7,61,93.0,9,1950,3,51.4
16051,948,2026-01-08,1,61.8,61,108.0,1,1350,37,29.4
16052,999,2026-01-08,1,59.1,59,109.0,1,400,3,127.7
16053,1023,2026-01-08,1,57.8,57,99.0,1,1550,2,150
16054,1017,2026-01-08,1,61.1,61,104.0,1,200,12,67.3
16055,1020,2026-01-07,2,101.4,867,129.5,2,200,13,114.7
16056,1023,2026-01-07,1,64.7,687,111.0,1,1550,2,150
16057,1013,2026-01-07,1,56.8,603,,5,1500,5,83.7
16058,925,2026-01-07,1,62.1,660,111.0,1,300,1,150
16059,1026,2026-01-07,1,68.5,728,116.0,1,600,19,114.8
16060,962,2026-01-10,1,77.3,1088,130.0,1,350,7,64.4
16061,983,2026-01-10,1,81.8,1152,119.0,1,250,8,74.9
16062,1027,2026-01-10,1,77.0,1084,114.0,2,1350,16,108.4
16063,922,2026-01-10,1,77.8,1095,,1,750,4,137.1
16064,927,2026-01-10,1,82.3,1159,137.0,1,1250,17,91.4
16065,1018,2026-01-10,2,154.0,1915,116.5,1,1400,4,150
16066,925,2026-01-10,2,150.2,1867,114.5,1,300,1,150
16067,985,2026-01-10,2,147.1,1815,145.0,3,300,7,109.0
16068,1003,2026-01-10,2,139.8,1712,118.5,1,200,20,58.2
16069,959,2026-01-10,1,71.3,1004,143.0,2,500,11,150
16070,922,2026-01-07,1,45.6,273,124.0,1,750,4,137.1
16071,975,2026-01-07,1,43.1,258,127.0,6,1700,17,59.7
16072,979,2026-01-07,1,40.4,242,116.0,2,1200,6,28.1
16073,951,2026-01-07,1,48.5,291,,2,1550,6,16.2
16074,957,2026-01-07,1,42.4,254,131.0,1,750,10,150
16075,966,2026-01-07,1,40.8,244,128.0,1,550,14,59.2
16076,987,2026-01-07,1,40.3,241,122.0,2,300,18,26.9
16077,969,2026-01-07,2,75.0,696,137.0,1,450,44,31.2
16078,959,2026-01-07,1,41.6,249,140.0,2,500,11,150
16079,939,2026-01-07,1,49.2,295,135.0,6,600,5,41.0
16080,983,2026-01-07,1,46.4,278,114.0,1,250,8,74.9
16081,993,2026-01-07,1,42.5,255,126.0,1,500,20,28.3
16082,1022,2026-01-07,1,47.3,283,133.0,10,2450,17,121.2
16083,943,2026-01-07,1,49.1,294,126.0,2,800,9,115.3
16084,1018,2026-01-07,1,40.4,242,105.0,1,1400,4,150
16085,1000,2026-01-07,2,89.6,892,119.5,1,450,11,59.7
16086,965,2026-01-07,1,42.9,257,,1,600,18,45.7
16087,942,2026-01-07,2,104.7,1028,125.5,1,1750,11,34.9
16088,929,2026-01-07,1,44.3,265,130.0,1,1700,4,24.6
16089,1008,2026-01-07,1,44.0,264,108.0,3,900,8,90.3
16090,1028,2026-01-07,1,40.2,241,120.0,7,1650,20,113.8
16091,981,2026-01-07,1,47.7,286,133.0,1,1200,9,53.1
16092,945,2026-01-07,1,47.3,283,113.0,1,1950,3,31.5
16093,958,2026-01-07,1,45.7,274,126.0,1,500,92,25.4
16094,923,2026-01-07,1,41.5,249,125.0,4,300,2,56.7
16095,990,2026-01-07,1,38.6,231,122.0,2,500,6,116.6
16096,983,2026-01-05,1,96.5,1576,119.0,1,250,8,74.9
16097,1027,2026-01-05,1,85.6,1398,123.0,2,1350,16,108.4
16098,957,2026-01-05,1,88.9,1452,136.0,1,750,10,150
16099,973,2026-01-05,1,91.3,1491,115.0,2,850,18,79.3
16100,963,2026-01-05,1,91.1,1487,129.0,1,250,58,75.8
16101,1028,2026-01-05,1,96.3,1572,139.0,7,1650,20,113.8
16102,985,2026-01-05,1,81.8,1336,146.0,3,300,7,109.0
16103,952,2026-01-07,1,40.0,563,125.0,2,1350,10,19.0
16104,1013,2026-01-10,2,135.7,1110,110.0,5,1500,5,83.7
16105,974,2026-01-10,1,61.6,312,99.0,1,500,1,20.5
16106,990,2026-01-10,3,171.2,1374,122.5,2,500,6,116.6
16107,1020,2026-01-10,1,70.7,358,131.0,2,200,13,114.7
16108,960,2026-01-10,1,59.1,299,125.0,2,1300,1,19.7
