behaalde_prestatie_id,medewerker_id,prestatie_id,behaald_op,punten_toegekend
4086,1033,6,2026-03-02,200
4087,1033,18,2026-04-24,50
4088,1033,2,2026-03-07,200
4089,1033,3,2026-03-18,500
4090,1033,4,2026-05-02,250
4091,1034,10,2026-03-07,200
4092,1034,6,2026-02-18,200
4093,1034,17,2026-01-25,100
4094,1034,5,2026-03-20,200
4095,1034,1,2026-03-29,50
4096,1035,1,2026-04-04,50
4097,1035,18,2026-04-09,50
4098,1035,6,2026-04-20,200
4099,1035,17,2026-04-05,100
4100,1035,4,2026-04-19,250
4101,1035,5,2026-04-07,200
4102,1036,5,2026-03-17,200
4103,1036,17,2026-02-26,100
4104,1036,18,2026-04-02,50
4105,1036,6,2026-03-11,200
4106,1036,4,2026-03-29,250
4107,1037,2,2026-03-29,200
4108,1037,5,2026-01-27,200
4109,1037,4,2026-01-05,250
4110,1037,1,2026-04-04,50
4111,1037,3,2026-04-12,500
4112,1037,10,2026-02-01,200
4113,1038,17,2026-04-16,100
4114,1038,6,2026-03-27,200
4115,1038,5,2026-03-05,200
4116,1038,10,2026-04-07,200
4117,1038,18,2026-04-16,50
4118,1038,1,2026-03-09,50
4119,1039,2,2025-01-05,200
4120,1039,10,2025-11-15,200
4121,1039,1,2025-01-03,50
4122,1039,17,2025-02-17,100
4123,1039,18,2025-04-06,50
4124,1039,5,2026-02-18,200
4125,1039,20,2026-02-11,500
4126,1040,6,2026-04-20,200
4127,1040,1,2026-03-26,50
4128,1040,4,2026-03-31,250
4129,1040,18,2026-03-07,50
4130,1040,3,2026-02-06,500
4131,1041,18,2026-04-01,50
4132,1041,1,2026-03-25,50
4133,1041,10,2026-04-27,200
4134,1041,17,2026-04-25,100
4135,1041,19,2026-03-10,200
4136,1042,4,2025-12-15,250
4137,1042,6,2025-10-05,200
4138,1042,20,2023-12-28,500
4139,1042,10,2025-08-24,200
4140,1042,1,2023-11-18,50
4141,1042,5,2023-09-24,200
4142,1042,17,2025-05-19,100
4143,1043,4,2026-02-27,250
4144,1043,2,2026-03-21,200
4145,1043,5,2026-04-04,200
4146,1043,17,2026-04-16,100
4147,1043,1,2026-03-10,50
4148,1043,6,2026-04-18,200
4149,1043,18,2026-03-05,50
4150,1044,10,2025-11-04,200
4151,1044,6,2025-09-12,200
4152,1044,5,2025-10-25,200
4153,1044,17,2025-08-01,100
4154,1046,5,2025-07-07,200
4155,1046,6,2026-01-18,200
4156,1046,17,2026-04-12,100
4157,1046,4,2026-02-20,250
4158,1046,1,2026-03-02,50
4159,1046,10,2025-04-21,200
4160,1047,4,2024-08-08,250
4161,1047,17,2024-10-19,100
4162,1047,10,2025-06-04,200
4163,1049,4,2026-04-25,250
4164,1049,19,2026-04-20,200
4165,1049,1,2026-02-19,50
4166,1049,18,2026-04-22,50
4167,1049,6,2026-03-14,200
4168,1050,10,2025-11-21,200
4169,1050,17,2026-02-12,100
4170,1050,1,2025-10-09,50
4171,1050,5,2026-03-03,200
4172,1053,1,2026-04-29,50
4173,1053,18,2026-05-01,50
4174,1054,5,2026-04-23,200
4175,1055,10,2026-02-03,200
4176,1055,18,2026-05-03,50
4177,1055,1,2026-02-08,50
4178,1055,17,2026-02-17,100
4179,1055,6,2025-11-27,200
4180,1055,4,2026-05-01,250
4181,1055,5,2026-04-20,200
4182,1055,2,2025-12-31,200
4183,1056,18,2026-03-31,50
4184,1056,17,2026-04-17,100
4185,1057,18,2025-08-28,50
4186,1057,3,2025-07-06,500
4187,1057,4,2024-11-17,250
4188,1057,5,2024-12-12,200
4189,1057,10,2025-08-03,200
4190,1057,17,2026-04-03,100
4191,1059,6,2026-02-19,200
4192,1059,5,2026-03-07,200
4193,1059,17,2025-07-27,100
4194,1060,17,2026-03-29,100
4195,1060,5,2026-02-10,200
4196,1060,2,2026-03-17,200
4197,1060,10,2026-03-19,200
4198,1060,4,2025-09-25,250
4199,1061,10,2026-03-16,200
4200,1061,2,2025-10-20,200
4201,1061,6,2025-11-28,200
4202,1061,4,2026-02-13,250
4203,1061,17,2025-10-18,100
4204,1061,18,2025-12-16,50
4205,1061,1,2026-04-15,50
4206,1062,4,2026-03-17,250
4207,1062,5,2026-04-21,200
4208,1062,6,2026-04-04,200
4209,1062,17,2026-04-04,100
4210,1062,10,2026-03-14,200
4211,1062,1,2026-02-23,50
4212,1062,18,2026-03-19,50
4213,1065,1,2026-02-05,50
4214,1065,4,2026-02-13,250
4215,1065,17,2026-02-01,100
4216,1066,6,2026-04-20,200
4217,1066,5,2025-12-01,200
4218,1066,18,2025-12-12,50
4219,1066,1,2026-03-19,50
4220,1067,6,2026-03-20,200
4221,1067,18,2026-02-18,50
4222,1067,5,2026-04-07,200
4223,1068,4,2026-04-04,250
4224,1070,2,2025-10-13,200
4225,1070,18,2025-03-13,50
4226,1070,10,2025-12-21,200
4227,1070,1,2026-04-13,50
4228,1070,3,2025-10-07,500
4229,1070,20,2025-11-09,500
4230,1070,5,2026-02-10,200
4231,1071,17,2024-10-07,100
4232,1071,5,2024-11-06,200
4233,1071,19,2025-06-22,200
4234,1071,20,2026-05-04,500
4235,1071,18,2025-08-14,50
4236,1072,6,2026-02-27,200
4237,1073,1,2026-03-31,50
4238,1074,6,2025-03-01,200
4239,1074,1,2025-04-02,50
4240,1074,3,2024-11-14,500
4241,1074,10,2024-10-14,200
4242,1074,17,2025-04-17,100
4243,1074,2,2026-03-15,200
4244,1074,18,2024-10-09,50
4245,1074,5,2025-05-16,200
4246,1074,4,2025-07-21,250
4247,1074,20,2025-12-20,500
4248,1075,5,2026-01-04,200
4249,1075,10,2026-01-26,200
4250,1075,4,2025-12-17,250
4251,1075,18,2026-02-08,50
4252,1075,6,2026-03-14,200
4253,1076,4,2025-07-05,250
4254,1076,19,2026-03-11,200
4255,1076,6,2025-09-08,200
4256,1076,18,2026-03-29,50
4257,1076,20,2025-07-21,500
4258,1076,17,2025-05-16,100
4259,1076,10,2025-05-26,200
4260,1076,5,2025-01-19,200
4261,1076,1,2025-08-30,50
4262,1076,3,2025-11-27,500
4263,1076,2,2026-03-22,200
4264,1077,6,2026-01-12,200
4265,1077,5,2026-02-10,200
4266,1077,17,2025-11-07,100
4267,1078,5,2025-05-30,200
4268,1079,4,2025-11-13,250
4269,1079,10,2025-03-01,200
4270,1079,1,2025-06-11,50
4271,1079,17,2025-09-03,100
4272,1079,18,2026-04-20,50
4273,1080,18,2026-02-27,50
4274,1080,6,2026-01-11,200
4275,1080,17,2025-12-25,100
4276,1080,4,2026-04-04,250
4277,1080,1,2026-02-25,50
4278,1080,10,2026-04-11,200
4279,1080,5,2026-03-22,200
4280,1080,2,2025-12-13,200
4281,1081,19,2026-05-01,200
4282,1081,1,2026-04-20,50
4283,1082,17,2026-03-01,100
4284,1082,6,2026-04-12,200
4285,1082,4,2026-01-03,250
4286,1083,4,2025-11-28,250
4287,1083,17,2024-11-06,100
4288,1083,6,2025-02-28,200
4289,1083,18,2024-03-27,50
4290,1084,1,2026-04-13,50
4291,1084,18,2026-04-04,50
4292,1084,17,2026-04-09,100
4293,1085,5,2026-01-19,200
4294,1085,6,2024-10-15,200
4295,1085,17,2025-09-23,100
4296,1085,2,2024-10-21,200
4297,1085,18,2024-10-16,50
4298,1086,5,2025-12-20,200
4299,1087,18,2026-04-08,50
4300,1088,5,2026-04-05,200
4301,1088,6,2026-03-10,200
4302,1088,18,2026-03-30,50
4303,1088,2,2026-03-31,200
4304,1090,17,2025-11-20,100
4305,1090,10,2025-11-29,200
4306,1090,5,2025-12-25,200
4307,1090,6,2025-12-22,200
4308,1090,4,2026-04-18,250
4309,1090,1,2026-01-10,50
4310,1091,10,2026-04-25,200
4311,1091,6,2026-04-20,200
4312,1094,18,2026-01-11,50
4313,1094,17,2026-01-11,100
4314,1095,6,2026-01-23,200
4315,1095,17,2025-10-19,100
4316,1095,18,2025-12-10,50
4317,1095,10,2025-12-12,200
4318,1095,1,2026-04-09,50
4319,1095,4,2025-10-01,250
4320,1096,6,2025-11-28,200
4321,1096,4,2025-12-03,250
4322,1097,1,2026-04-16,50
4323,1097,19,2026-04-09,200
4324,1098,4,2026-03-24,250
4325,1098,19,2026-03-18,200
4326,1098,17,2026-02-12,100
4327,1098,2,2026-01-06,200
4328,1098,1,2026-01-14,50
4329,1098,18,2026-01-20,50
4330,1098,6,2026-01-15,200
4331,1098,10,2026-03-10,200
4332,1098,5,2026-04-06,200
4333,1099,6,2025-08-08,200
4334,1099,10,2024-12-13,200
4335,1099,5,2024-11-09,200
4336,1099,4,2024-11-17,250
4337,1099,3,2024-10-07,500
4338,1099,17,2024-11-08,100
4339,1099,20,2025-03-08,500
4340,1099,1,2025-10-10,50
4341,1100,10,2025-07-18,200
4342,1100,2,2026-03-23,200
4343,1100,20,2025-02-19,500
4344,1100,4,2026-05-04,250
4345,1100,3,2024-11-03,500
4346,1102,20,2026-01-26,500
4347,1103,4,2026-03-11,250
4348,1103,18,2026-01-24,50
4349,1103,17,2026-01-29,100
4350,1104,18,2026-03-07,50
4351,1104,2,2026-04-07,200
4352,1104,1,2026-03-24,50
4353,1104,5,2026-02-01,200
4354,1105,1,2026-03-28,50
4355,1105,10,2026-01-29,200
4356,1106,5,2026-04-18,200
4357,1106,4,2026-04-21,250
4358,1106,17,2026-04-02,100
4359,1106,18,2026-04-01,50
4360,1106,2,2026-04-27,200
4361,1106,6,2026-03-25,200
4362,1106,10,2026-04-18,200
4363,1107,18,2026-04-04,50
4364,1107,1,2026-04-13,50
4365,1108,19,2025-07-16,200
4366,1109,4,2026-03-02,250
4367,1109,18,2024-11-24,50
4368,1109,5,2025-05-13,200
4369,1109,20,2025-12-23,500
4370,1110,18,2026-01-19,50
4371,1110,10,2025-09-24,200
4372,1110,20,2025-06-10,500
4373,1110,2,2025-10-31,200
4374,1112,1,2026-04-19,50
4375,1113,2,2026-04-07,200
4376,1113,4,2026-04-08,250
4377,1113,6,2026-02-25,200
4378,1113,3,2025-12-17,500
4379,1113,17,2026-01-08,100
4380,1113,1,2026-03-31,50
4381,1113,5,2026-04-29,200
4382,1114,3,2025-07-15,500
4383,1114,6,2025-12-11,200
4384,1114,20,2025-03-14,500
4385,1114,18,2025-07-23,50
4386,1114,2,2026-03-02,200
4387,1114,4,2025-04-03,250
4388,1114,10,2026-03-25,200
4389,1115,6,2025-08-02,200
4390,1115,4,2026-01-11,250
4391,1115,2,2026-04-12,200
4392,1115,17,2025-09-15,100
4393,1115,18,2025-08-21,50
4394,1115,20,2026-04-01,500
4395,1116,3,2025-08-05,500
4396,1116,4,2026-04-22,250
4397,1116,10,2026-03-23,200
4398,1116,2,2025-08-17,200
4399,1116,17,2026-01-18,100
4400,1117,4,2026-03-23,250
4401,1117,18,2026-03-03,50
4402,1117,1,2026-02-28,50
4403,1118,10,2025-11-05,200
4404,1118,4,2026-01-23,250
4405,1119,10,2025-12-12,200
4406,1119,1,2025-12-13,50
4407,1120,4,2025-12-18,250
4408,1120,6,2026-04-16,200
4409,1120,2,2025-06-24,200
4410,1120,18,2026-02-19,50
4411,1120,1,2026-02-13,50
4412,1120,5,2025-12-09,200
4413,1122,6,2025-03-09,200
4414,1122,20,2025-11-12,500
4415,1122,18,2026-03-17,50
4416,1122,4,2026-01-31,250
4417,1122,1,2025-08-14,50
4418,1122,17,2026-04-18,100
4419,1122,10,2026-01-20,200
4420,1122,5,2025-05-01,200
4421,1123,5,2024-04-15,200
4422,1123,10,2025-01-06,200
4423,1123,3,2025-01-26,500
4424,1123,1,2025-03-27,50
4425,1123,20,2024-01-30,500
4426,1123,17,2024-12-23,100
4427,1123,18,2025-04-27,50
4428,1123,6,2026-02-18,200
4429,1123,4,2025-11-10,250
4430,1123,2,2026-04-15,200
4431,1124,18,2025-04-03,50
4432,1124,4,2025-11-28,250
4433,1124,20,2025-09-10,500
4434,1125,1,2026-01-27,50
4435,1126,19,2026-02-05,200
4436,1126,2,2025-10-12,200
4437,1126,3,2026-01-12,500
4438,1126,18,2026-03-15,50
4439,1126,1,2026-04-24,50
4440,1126,6,2025-11-24,200
4441,1126,10,2026-04-04,200
4442,1126,4,2026-04-15,250
4443,1129,2,2025-09-02,200
4444,1129,6,2025-10-11,200
4445,1129,17,2026-01-30,100
4446,1129,18,2026-01-30,50
4447,1129,3,2026-02-11,500
4448,1129,1,2025-04-23,50
4449,1130,19,2025-06-08,200
4450,1130,18,2025-11-25,50
4451,1130,17,2025-08-25,100
4452,1130,6,2025-05-09,200
4453,1130,10,2025-06-19,200
4454,1130,4,2026-03-16,250
4455,1130,20,2026-01-23,500
4456,1130,5,2025-10-10,200
4457,1130,1,2025-08-14,50
4458,1132,6,2025-12-04,200
4459,1132,5,2025-12-16,200
4460,1133,5,2025-05-28,200
4461,1133,6,2025-04-21,200
4462,1133,18,2025-11-18,50
4463,1136,6,2026-04-23,200
4464,1136,18,2026-04-18,50
4465,1136,10,2026-03-30,200
4466,1136,4,2026-04-11,250
4467,1136,3,2026-04-05,500
4468,1137,5,2026-01-24,200
4469,1137,19,2026-02-13,200
4470,1137,1,2026-03-14,50
4471,1137,10,2026-04-14,200
4472,1139,17,2025-12-27,100
4473,1139,6,2026-04-15,200
4474,1139,2,2026-01-15,200
4475,1139,1,2026-04-29,50
4476,1139,18,2025-11-22,50
4477,1139,20,2025-11-15,500
4478,1141,2,2025-03-16,200
4479,1141,10,2025-07-12,200
4480,1141,6,2025-02-05,200
4481,1141,20,2025-05-08,500
4482,1141,5,2025-05-29,200
4483,1141,17,2025-10-09,100
4484,1141,4,2025-05-16,250
4485,1141,1,2026-01-01,50
4486,1141,3,2025-11-30,500
4487,1141,18,2025-03-21,50
4488,1142,1,2026-02-06,50
4489,1143,18,2025-09-12,50
4490,1143,6,2025-04-10,200
4491,1143,20,2024-10-31,500
4492,1143,4,2024-05-17,250
4493,1143,3,2024-07-04,500
4494,1143,5,2025-03-09,200
4495,1144,10,2026-01-08,200
4496,1145,1,2024-09-25,50
4497,1146,17,2026-03-13,100
4498,1146,1,2026-02-03,50
4499,1146,10,2026-01-25,200
4500,1146,18,2025-12-23,50
4501,1146,5,2026-02-08,200
4502,1146,2,2025-12-25,200
4503,1147,4,2025-06-20,250
4504,1147,1,2025-07-16,50
4505,1147,18,2025-04-26,50
4506,1147,6,2025-08-23,200
4507,1149,6,2026-03-21,200
4508,1149,17,2026-01-03,100
4509,1151,2,2026-03-25,200
4510,1151,4,2026-04-04,250
4511,1151,6,2025-12-30,200
4512,1151,18,2025-11-17,50
4513,1151,1,2025-11-06,50
4514,1151,10,2025-11-22,200
4515,1151,19,2026-04-18,200
4516,1151,17,2025-11-13,100
4517,1152,5,2026-04-06,200
4518,1152,10,2026-03-14,200
4519,1152,4,2026-05-04,250
4520,1152,18,2026-04-21,50
4521,1153,6,2026-04-30,200
4522,1154,19,2025-12-31,200
4523,1154,4,2025-11-21,250
4524,1154,6,2026-02-06,200
4525,1154,1,2026-03-26,50
4526,1154,20,2025-06-27,500
4527,1155,6,2025-08-21,200
4528,1155,17,2025-05-29,100
4529,1155,5,2026-04-03,200
4530,1155,10,2025-11-08,200
4531,1155,18,2025-10-05,50
4532,1155,20,2025-04-16,500
4533,1156,6,2025-06-05,200
4534,1156,5,2026-02-25,200
4535,1156,20,2025-06-06,500
4536,1157,6,2026-03-22,200
4537,1158,4,2025-12-09,250
4538,1158,17,2025-01-21,100
4539,1158,6,2025-08-13,200
4540,1158,1,2026-02-10,50
4541,1159,1,2026-01-15,50
4542,1159,2,2025-08-15,200
4543,1159,5,2026-03-31,200
4544,1159,4,2026-04-15,250
4545,1159,18,2026-04-24,50
4546,1160,6,2025-07-04,200
4547,1160,10,2025-07-30,200
4548,1160,4,2026-01-01,250
4549,1160,1,2025-09-05,50
4550,1162,5,2025-05-18,200
4551,1162,2,2025-11-01,200
4552,1162,17,2025-12-14,100
4553,1162,1,2026-01-04,50
4554,1162,6,2026-04-26,200
4555,1163,4,2026-05-01,250
4556,1163,6,2026-04-14,200
4557,1163,17,2026-04-24,100
4558,1163,5,2026-04-16,200
4559,1164,5,2026-03-09,200
4560,1164,6,2026-04-24,200
4561,1164,2,2026-02-11,200
4562,1164,19,2026-01-30,200
4563,1164,10,2026-01-31,200
4564,1164,4,2026-01-21,250
4565,1164,17,2026-03-04,100
4566,1165,17,2026-03-15,100
4567,1165,10,2026-02-08,200
4568,1165,4,2025-08-17,250
4569,1165,5,2025-10-17,200
4570,1166,18,2025-10-08,50
4571,1168,6,2025-09-16,200
4572,1168,2,2026-01-14,200
4573,1168,18,2025-04-30,50
4574,1168,4,2025-03-15,250
4575,1168,10,2025-08-29,200
4576,1168,17,2025-11-12,100
4577,1168,1,2025-08-07,50
4578,1168,5,2026-03-28,200
4579,1168,20,2025-04-10,500
4580,1169,20,2024-04-14,500
4581,1169,18,2024-10-03,50
4582,1169,2,2025-11-26,200
4583,1169,6,2024-09-27,200
4584,1169,17,2025-11-30,100
4585,1169,5,2025-01-03,200
4586,1169,19,2025-12-18,200
4587,1169,10,2024-03-21,200
4588,1169,1,2025-10-18,50
4589,1170,4,2026-04-03,250
4590,1171,18,2026-02-20,50
4591,1171,6,2026-02-19,200
4592,1171,10,2026-03-10,200
4593,1171,5,2026-03-06,200
4594,1171,20,2025-06-23,500
4595,1171,19,2025-08-29,200
4596,1172,10,2025-11-09,200
4597,1172,20,2026-04-30,500
4598,1172,18,2025-03-26,50
4599,1172,3,2026-02-01,500
4600,1172,1,2026-04-19,50
4601,1174,10,2026-03-08,200
4602,1174,17,2025-12-21,100
4603,1175,17,2026-01-20,100
4604,1175,5,2026-01-05,200
4605,1176,4,2026-03-14,250
4606,1176,1,2025-12-05,50
4607,1176,5,2026-03-07,200
4608,1177,4,2026-04-08,250
4609,1178,20,2025-06-14,500
4610,1178,4,2024-08-19,250
4611,1178,10,2026-01-24,200
4612,1178,17,2025-03-26,100
4613,1178,6,2024-09-03,200
4614,1178,5,2024-02-19,200
4615,1178,1,2024-10-10,50
4616,1179,17,2025-11-21,100
4617,1180,17,2025-11-03,100
4618,1182,10,2025-02-21,200
4619,1182,6,2026-04-29,200
4620,1182,2,2024-04-13,200
4621,1182,20,2025-06-21,500
4622,1182,3,2024-07-14,500
4623,1182,4,2025-08-21,250
4624,1182,17,2026-03-18,100
4625,1182,19,2024-03-06,200
4626,1183,18,2026-03-24,50
4627,1183,10,2026-03-28,200
4628,1183,6,2026-04-30,200
4629,1183,5,2026-03-28,200
4630,1184,6,2026-03-22,200
4631,1184,1,2026-04-25,50
4632,1184,5,2025-08-23,200
4633,1184,17,2026-02-12,100
4634,1184,4,2026-02-22,250
4635,1184,10,2025-08-04,200
4636,1184,20,2026-01-31,500
4637,1185,5,2026-03-14,200
4638,1185,17,2025-11-04,100
4639,1185,1,2026-03-18,50
4640,1185,2,2026-01-05,200
4641,1185,18,2025-12-05,50
4642,1185,19,2026-03-01,200
4643,1186,6,2024-11-26,200
4644,1186,20,2025-06-24,500
4645,1186,3,2026-04-22,500
4646,1186,18,2025-01-12,50
4647,1186,4,2024-08-29,250
4648,1186,10,2024-11-28,200
4649,1187,1,2026-04-01,50
4650,1188,1,2025-02-16,50
4651,1188,6,2026-04-29,200
4652,1188,19,2024-11-12,200
4653,1188,10,2026-02-04,200
4654,1189,5,2024-06-20,200
4655,1189,3,2025-02-06,500
4656,1190,6,2026-04-11,200
4657,1190,3,2026-03-19,500
4658,1190,2,2026-03-18,200
4659,1190,4,2026-04-09,250
4660,1190,1,2026-04-21,50
4661,1190,19,2026-04-25,200
4662,1190,18,2026-04-02,50
4663,1190,10,2026-03-14,200
4664,1190,5,2026-04-24,200
4665,1192,5,2026-04-16,200
4666,1192,17,2026-03-30,100
4667,1193,4,2026-04-10,250
4668,1193,1,2026-05-02,50
4669,1195,6,2025-12-25,200
4670,1195,1,2025-12-26,50
4671,1195,2,2025-11-05,200
4672,1195,4,2025-07-21,250
4673,1195,10,2025-09-17,200
4674,1195,5,2026-02-02,200
4675,1195,20,2026-02-13,500
4676,1195,19,2025-08-17,200
4677,1195,3,2026-04-13,500
4678,1195,18,2025-09-07,50
4679,1196,1,2026-05-04,50
4680,1198,17,2026-04-15,100
4681,1198,4,2026-03-24,250
4682,1199,1,2026-03-12,50
4683,1199,10,2026-03-20,200
4684,1199,2,2026-03-02,200
4685,1200,18,2025-11-25,50
4686,1200,6,2025-07-24,200
4687,1200,20,2025-12-25,500
4688,1200,2,2025-12-25,200
4689,1200,10,2026-02-23,200
4690,1200,17,2025-08-29,100
4691,1200,5,2025-09-04,200
4692,1200,3,2026-02-08,500
4693,1201,10,2025-07-16,200
4694,1202,2,2025-02-26,200
4695,1202,6,2025-02-27,200
4696,1202,18,2025-01-28,50
4697,1202,3,2025-03-12,500
4698,1202,1,2024-11-25,50
4699,1202,5,2025-04-30,200
4700,1202,10,2025-04-30,200
4701,1204,6,2024-07-18,200
4702,1204,1,2025-08-15,50
4703,1204,19,2025-06-14,200
4704,1205,18,2025-11-18,50
4705,1205,10,2025-12-26,200
4706,1205,4,2025-11-19,250
4707,1205,17,2026-04-29,100
4708,1205,5,2025-12-14,200
4709,1206,4,2024-12-09,250
4710,1206,18,2025-08-31,50
4711,1206,20,2024-11-03,500
4712,1206,1,2026-02-16,50
4713,1206,10,2025-12-01,200
4714,1206,6,2024-12-28,200
4715,1206,2,2025-01-06,200
4716,1206,5,2025-04-27,200
4717,1206,17,2024-12-20,100
4718,1206,19,2025-11-08,200
4719,1207,4,2025-02-01,250
4720,1207,6,2025-08-21,200
4721,1207,18,2025-10-26,50
4722,1207,10,2025-10-26,200
4723,1207,20,2025-07-11,500
4724,1207,5,2025-06-19,200
4725,1207,3,2025-08-13,500
4726,1207,17,2025-02-21,100
4727,1207,2,2025-01-28,200
4728,1208,3,2026-03-18,500
4729,1208,17,2026-04-10,100
4730,1208,10,2026-03-09,200
4731,1208,6,2026-03-17,200
4732,1208,2,2026-03-01,200
4733,1208,1,2026-03-25,50
4734,1208,4,2026-04-09,250
4735,1210,5,2026-04-28,200
4736,1211,1,2026-04-26,50
4737,1211,4,2026-04-16,250
4738,1211,17,2026-04-09,100
4739,1212,5,2024-07-05,200
4740,1212,4,2025-03-21,250
4741,1212,6,2024-09-04,200
4742,1212,10,2025-01-29,200
4743,1212,17,2024-07-16,100
4744,1214,1,2026-03-21,50
4745,1214,6,2026-04-19,200
4746,1214,18,2025-07-09,50
4747,1214,4,2024-12-18,250
4748,1215,5,2026-01-26,200
4749,1215,19,2026-01-18,200
4750,1215,18,2026-01-27,50
4751,1215,6,2026-01-15,200
4752,1217,4,2026-03-09,250
4753,1217,3,2025-12-28,500
4754,1217,17,2026-04-01,100
4755,1217,18,2025-12-23,50
4756,1217,2,2025-12-30,200
4757,1217,10,2026-02-13,200
4758,1217,5,2025-11-27,200
4759,1217,1,2025-12-15,50
4760,1217,6,2025-12-25,200
4761,1218,1,2026-03-31,50
4762,1218,5,2025-09-30,200
4763,1218,17,2025-08-02,100
4764,1219,5,2026-02-13,200
4765,1219,1,2025-12-18,50
4766,1219,2,2026-04-16,200
4767,1219,6,2025-07-18,200
4768,1219,17,2025-09-20,100
4769,1219,4,2026-03-24,250
4770,1220,6,2026-02-11,200
4771,1220,4,2026-02-03,250
4772,1220,5,2026-04-24,200
4773,1220,3,2025-05-06,500
4774,1220,18,2025-05-05,50
4775,1220,1,2025-04-29,50
4776,1221,20,2026-02-21,500
4777,1221,1,2025-08-26,50
4778,1221,10,2025-08-13,200
4779,1221,4,2025-05-31,250
4780,1222,17,2025-07-01,100
4781,1222,1,2025-12-11,50
4782,1224,18,2026-03-27,50
4783,1224,3,2026-02-21,500
4784,1224,5,2026-05-04,200
4785,1225,5,2025-12-05,200
4786,1225,18,2026-01-07,50
4787,1226,5,2026-04-05,200
4788,1226,18,2026-03-11,50
4789,1226,2,2026-03-17,200
4790,1226,3,2026-05-03,500
4791,1226,10,2026-03-12,200
4792,1227,4,2024-06-09,250
4793,1227,3,2025-07-25,500
4794,1227,1,2026-01-02,50
4795,1227,10,2024-09-29,200
4796,1228,1,2026-02-13,50
4797,1228,17,2026-03-21,100
4798,1228,6,2026-03-31,200
4799,1228,4,2026-03-01,250
4800,1228,5,2026-03-24,200
4801,1230,19,2026-04-29,200
4802,1230,4,2026-04-27,250
4803,1230,18,2026-03-29,50
4804,1230,5,2026-03-31,200
4805,1230,1,2026-04-24,50
4806,1230,17,2026-03-31,100
4807,1231,6,2025-09-18,200
4808,1231,5,2025-08-25,200
4809,1232,1,2026-05-04,50
4810,1233,3,2025-07-04,500
4811,1233,10,2026-02-07,200
4812,1233,20,2025-06-30,500
4813,1233,2,2025-06-23,200
4814,1235,19,2024-10-18,200
4815,1235,20,2025-03-12,500
4816,1236,19,2026-03-14,200
4817,1236,1,2026-03-05,50
4818,1237,6,2026-04-17,200
4819,1237,2,2026-03-25,200
4820,1237,5,2026-03-25,200
4821,1237,18,2026-05-02,50
4822,1237,17,2026-05-04,100
4823,1238,17,2026-03-27,100
4824,1238,5,2026-04-20,200
4825,1238,6,2026-03-09,200
4826,1239,4,2025-11-23,250
4827,1239,1,2026-01-10,50
4828,1240,4,2024-10-31,250
4829,1242,17,2026-04-03,100
4830,1242,6,2026-01-14,200
4831,1242,18,2026-02-19,50
4832,1242,1,2025-12-23,50
4833,1242,2,2026-02-11,200
4834,1242,5,2026-03-20,200
4835,1242,3,2026-02-25,500
4836,1242,4,2026-04-15,250
4837,1242,10,2026-02-01,200
4838,1243,4,2026-04-02,250
4839,1243,20,2026-03-24,500
4840,1245,4,2026-02-25,250
4841,1245,6,2026-02-11,200
4842,1245,5,2026-01-31,200
4843,1245,10,2026-04-25,200
4844,1245,18,2026-02-13,50
4845,1245,19,2026-04-28,200
4846,1245,2,2026-03-21,200
4847,1245,17,2026-01-26,100
4848,1245,1,2026-03-05,50
4849,1247,17,2025-12-27,100
4850,1247,18,2025-05-22,50
4851,1247,5,2025-11-06,200
4852,1247,20,2026-04-09,500
4853,1247,1,2025-07-17,50
4854,1248,18,2026-03-13,50
4855,1248,2,2026-04-12,200
4856,1248,6,2026-03-18,200
4857,1248,17,2026-02-12,100
4858,1248,5,2026-03-01,200
4859,1248,10,2025-12-22,200
4860,1249,17,2026-01-01,100
4861,1250,6,2026-05-04,200
4862,1250,17,2026-04-30,100
4863,1250,3,2026-03-28,500
4864,1250,1,2026-04-14,50
4865,1251,20,2026-04-15,500
4866,1251,17,2025-09-06,100
4867,1251,19,2025-10-06,200
4868,1251,1,2025-09-25,50
4869,1252,6,2026-02-20,200
4870,1252,4,2026-03-29,250
4871,1252,1,2025-12-12,50
4872,1252,5,2025-11-20,200
4873,1253,6,2026-03-12,200
4874,1253,5,2026-01-30,200
4875,1253,17,2025-06-18,100
4876,1253,20,2025-11-21,500
4877,1253,10,2025-12-08,200
4878,1253,4,2025-11-09,250
4879,1253,1,2025-09-01,50
4880,1253,18,2025-10-12,50
4881,1254,6,2026-01-04,200
4882,1254,18,2026-04-16,50
4883,1254,3,2025-12-16,500
4884,1254,4,2026-04-24,250
4885,1254,5,2026-04-03,200
4886,1254,2,2026-03-18,200
4887,1255,18,2025-10-31,50
4888,1255,6,2025-11-17,200
4889,1255,5,2026-04-07,200
4890,1255,10,2026-04-06,200
4891,1256,10,2026-04-11,200
4892,1256,5,2026-02-19,200
4893,1256,1,2026-02-12,50
4894,1256,6,2026-02-26,200
4895,1256,17,2026-01-22,100
4896,1257,4,2026-03-02,250
4897,1257,6,2025-10-28,200
4898,1257,1,2025-11-22,50
4899,1257,5,2026-03-20,200
4900,1258,5,2026-01-25,200
4901,1258,17,2026-03-16,100
4902,1258,18,2026-04-08,50
4903,1258,4,2026-03-27,250
4904,1258,19,2026-04-05,200
4905,1258,10,2026-04-15,200
4906,1258,1,2026-03-12,50
