interesse_id,medewerker_id,sport_id,vaardigheidsniveau,jaren_ervaring,toegevoegd_op
1269,495,15,Gemiddeld,3,2024-05-29
1270,495,21,Beginner,0,2024-08-24
1271,496,16,Gemiddeld,2,2026-04-20
1272,496,5,Beginner,3,2026-04-05
1273,496,11,Gemiddeld,3,2026-04-16
1274,497,8,Beginner,0,2026-04-06
1275,497,17,Expert,5,2026-03-28
1276,497,10,Expert,8,2026-01-02
1277,498,18,Gemiddeld,3,2024-11-13
1278,498,17,Gemiddeld,3,2025-12-10
1279,498,3,Gevorderd,0,2026-05-01
1280,499,2,Gemiddeld,1,2024-11-19
1281,499,12,Beginner,2,2025-06-20
1282,499,3,Beginner,2,2024-06-30
1283,500,17,Gemiddeld,8,2024-11-16
1284,500,16,Beginner,0,2024-12-10
1285,500,15,Beginner,2,2025-08-27
1286,501,18,Gemiddeld,1,2026-01-21
1287,501,16,Gemiddeld,2,2024-09-09
1288,502,7,Gemiddeld,3,2025-12-06
1289,502,5,Gemiddeld,3,2026-04-03
1290,502,13,Beginner,5,2024-10-03
1291,503,6,Gemiddeld,2,2025-07-02
1292,503,18,Beginner,5,2025-07-17
1293,503,23,Beginner,2,2025-04-20
1294,505,6,Gemiddeld,0,2026-04-08
1295,505,11,Expert,2,2025-11-04
1296,506,13,Beginner,5,2026-02-28
1297,506,8,Expert,3,2025-08-27
1298,506,9,Gevorderd,2,2025-11-17
1299,507,5,Gemiddeld,5,2026-03-01
1300,507,10,Beginner,2,2025-03-10
1301,507,13,Gemiddeld,0,2025-03-29
1302,507,20,Beginner,3,2025-04-18
1303,508,10,Gemiddeld,0,2026-01-26
1304,508,11,Beginner,0,2026-03-25
1305,508,9,Beginner,1,2025-09-03
1306,509,14,Gemiddeld,1,2026-04-20
1307,509,10,Gemiddeld,1,2026-04-18
1308,509,18,Gemiddeld,0,2026-04-30
1309,510,7,Gemiddeld,3,2025-01-10
1310,510,12,Gevorderd,1,2025-06-22
1311,510,20,Gevorderd,5,2026-03-10
1312,510,10,Gemiddeld,1,2024-09-17
1313,511,12,Beginner,2,2025-11-16
1314,511,8,Gemiddeld,0,2025-10-01
1315,511,10,Beginner,3,2026-03-12
1316,513,2,Beginner,5,2025-11-11
1317,513,21,Gemiddeld,3,2025-08-30
1318,513,4,Gemiddeld,5,2026-04-06
1319,515,8,Beginner,12,2026-05-02
1320,515,11,Beginner,0,2026-03-31
1321,515,17,Gemiddeld,0,2026-03-29
1322,515,9,Expert,3,2026-03-14
1323,516,17,Gevorderd,3,2026-04-18
1324,516,11,Beginner,2,2026-03-08
1325,516,7,Gemiddeld,8,2026-03-06
1326,518,17,Beginner,1,2026-04-22
1327,519,6,Beginner,2,2025-12-11
1328,519,19,Gemiddeld,5,2026-02-08
1329,519,21,Gemiddeld,1,2025-12-26
1330,520,8,Beginner,0,2025-09-26
1331,520,15,Gemiddeld,2,2024-12-07
1332,520,14,Gemiddeld,8,2025-03-28
1333,522,13,Beginner,2,2026-02-08
1334,522,11,Gemiddeld,1,2026-04-17
1335,522,14,Beginner,5,2026-04-15
1336,523,17,Beginner,1,2026-02-22
1337,523,1,Gemiddeld,1,2026-03-20
1338,523,23,Gevorderd,3,2026-04-19
1339,523,8,Beginner,3,2026-04-19
1340,524,7,Gemiddeld,0,2026-05-01
1341,524,1,Beginner,5,2026-05-02
1342,525,6,Gemiddeld,8,2026-01-11
1343,525,7,Beginner,1,2025-07-30
1344,525,23,Gemiddeld,12,2025-07-29
1345,525,19,Expert,20,2025-07-25
1346,526,22,Gemiddeld,3,2025-03-26
1347,526,5,Gevorderd,3,2025-06-06
1348,526,15,Gevorderd,8,2025-12-05
1349,527,7,Gevorderd,1,2026-04-23
1350,527,11,Beginner,8,2026-04-11
1351,527,18,Gemiddeld,5,2026-04-25
1352,528,16,Gemiddeld,3,2024-12-06
1353,528,21,Gemiddeld,5,2025-06-05
1354,528,9,Gevorderd,1,2026-04-03
1355,528,20,Gemiddeld,2,2025-03-14
1356,530,21,Gemiddeld,3,2026-03-08
1357,530,8,Gemiddeld,8,2024-02-15
1358,530,9,Gemiddeld,0,2024-10-17
1359,530,13,Expert,2,2024-12-02
1360,531,23,Beginner,2,2026-03-03
1361,531,21,Gemiddeld,3,2026-02-04
1362,532,22,Gemiddeld,1,2026-02-05
1363,532,20,Beginner,0,2025-07-21
1364,532,10,Gemiddeld,8,2025-12-22
1365,532,3,Gemiddeld,3,2025-01-08
1366,532,14,Gemiddeld,1,2025-10-08
1367,533,3,Gemiddeld,3,2024-10-11
1368,535,6,Gemiddeld,2,2025-11-16
1369,535,17,Gemiddeld,1,2025-06-26
1370,535,9,Beginner,0,2025-05-15
1371,536,18,Gemiddeld,2,2022-07-01
1372,536,17,Expert,2,2023-05-31
1373,536,13,Expert,5,2025-07-01
1374,537,1,Gevorderd,0,2026-04-11
1375,537,12,Beginner,1,2026-05-02
1376,537,15,Gemiddeld,1,2026-03-20
1377,538,22,Gemiddeld,20,2026-05-02
1378,538,20,Gemiddeld,1,2026-04-15
1379,538,5,Gemiddeld,0,2026-04-19
1380,539,14,Beginner,1,2026-02-12
1381,539,20,Gemiddeld,0,2024-11-17
1382,539,1,Gemiddeld,1,2026-04-05
1383,540,20,Expert,1,2026-04-25
1384,540,21,Gemiddeld,0,2026-04-17
1385,541,23,Gemiddeld,3,2025-08-02
1386,541,2,Gemiddeld,1,2025-12-26
1387,542,12,Gevorderd,2,2026-01-19
1388,543,10,Gemiddeld,12,2023-07-31
1389,543,18,Gevorderd,2,2025-02-21
1390,543,16,Gemiddeld,3,2023-06-10
1391,543,15,Gevorderd,0,2023-08-05
1392,544,23,Gevorderd,1,2026-01-15
1393,546,21,Gemiddeld,5,2026-03-28
1394,546,22,Beginner,1,2026-04-01
1395,546,3,Beginner,5,2026-04-25
1396,548,12,Beginner,5,2026-01-22
1397,548,15,Expert,5,2026-04-14
1398,548,8,Beginner,2,2026-02-03
1399,549,15,Gemiddeld,2,2025-12-31
1400,549,12,Gevorderd,8,2026-01-10
1401,549,5,Beginner,12,2026-04-23
1402,550,17,Gemiddeld,1,2025-11-13
1403,550,16,Gemiddeld,1,2023-04-19
1404,550,6,Beginner,1,2024-06-21
1405,551,9,Beginner,2,2026-04-30
1406,551,11,Gemiddeld,2,2026-04-30
1407,551,8,Beginner,2,2026-04-01
1408,553,23,Gemiddeld,3,2025-04-03
1409,553,10,Gevorderd,2,2025-11-09
1410,553,12,Gemiddeld,1,2024-12-15
1411,553,2,Gevorderd,2,2026-04-25
1412,554,4,Gemiddeld,5,2026-04-04
1413,554,7,Gemiddeld,1,2026-04-30
1414,554,18,Beginner,1,2026-04-25
1415,555,22,Beginner,3,2026-04-24
1416,555,7,Gevorderd,8,2026-03-08
1417,555,8,Beginner,0,2026-03-10
1418,555,21,Gemiddeld,1,2026-04-24
1419,555,5,Beginner,5,2026-04-14
1420,556,9,Gemiddeld,12,2026-04-28
1421,557,20,Beginner,1,2026-02-18
1422,557,5,Gemiddeld,5,2025-10-31
1423,557,15,Beginner,3,2026-01-24
1424,558,16,Gemiddeld,2,2026-04-10
1425,558,13,Beginner,2,2024-11-13
1426,559,3,Gemiddeld,5,2025-07-25
1427,559,23,Gemiddeld,3,2025-12-16
1428,559,17,Gemiddeld,2,2025-01-07
1429,561,20,Gemiddeld,1,2026-03-03
1430,562,15,Gevorderd,1,2024-03-29
1431,562,19,Beginner,2,2025-02-05
1432,562,2,Gemiddeld,5,2024-11-24
1433,562,21,Beginner,8,2026-04-20
1434,562,1,Gemiddeld,8,2025-01-01
1435,563,18,Gemiddeld,1,2026-04-25
1436,563,15,Gemiddeld,2,2026-04-25
1437,563,14,Beginner,2,2026-04-27
1438,564,7,Gemiddeld,1,2026-05-01
1439,564,4,Beginner,3,2026-05-01
1440,564,17,Gemiddeld,3,2026-04-30
1441,566,12,Gemiddeld,12,2025-05-31
1442,566,23,Beginner,1,2025-11-10
1443,567,4,Gevorderd,20,2026-04-19
1444,568,7,Gevorderd,1,2026-01-20
1445,568,11,Gemiddeld,2,2026-01-21
1446,568,4,Gemiddeld,0,2026-01-30
1447,569,9,Gemiddeld,12,2025-01-04
1448,570,3,Beginner,3,2026-04-06
1449,570,2,Gemiddeld,5,2026-02-11
1450,570,13,Beginner,1,2026-03-19
1451,571,21,Expert,8,2026-02-11
1452,572,7,Beginner,2,2026-03-20
1453,572,8,Gemiddeld,2,2026-04-30
1454,572,12,Beginner,1,2026-03-17
1455,572,13,Beginner,3,2026-03-09
1456,572,9,Beginner,3,2026-03-27
1457,573,4,Gemiddeld,8,2026-03-25
1458,573,16,Beginner,3,2026-03-11
1459,573,5,Gemiddeld,1,2026-01-04
1460,573,21,Gemiddeld,5,2026-02-22
1461,573,7,Gemiddeld,3,2026-01-30
1462,575,9,Gevorderd,8,2025-09-22
1463,575,2,Gevorderd,8,2025-10-10
1464,575,11,Expert,3,2025-09-12
1465,575,12,Beginner,3,2026-05-02
1466,577,16,Beginner,1,2026-04-24
1467,577,12,Gemiddeld,5,2026-04-02
1468,577,21,Gemiddeld,8,2026-02-11
1469,578,12,Beginner,1,2026-04-06
1470,578,13,Beginner,5,2026-04-06
1471,579,7,Gemiddeld,2,2025-11-29
1472,579,20,Gevorderd,2,2025-03-24
1473,580,12,Gemiddeld,2,2025-06-18
1474,581,7,Gemiddeld,3,2024-12-22
1475,581,17,Gemiddeld,1,2026-03-30
1476,581,1,Gemiddeld,0,2025-04-30
1477,581,15,Gemiddeld,8,2024-09-11
1478,582,11,Gemiddeld,3,2024-11-04
1479,582,1,Gemiddeld,1,2025-05-31
1480,583,21,Gemiddeld,1,2026-04-10
1481,583,2,Gemiddeld,5,2026-04-18
1482,583,13,Gemiddeld,1,2026-03-14
1483,583,11,Beginner,0,2026-03-19
1484,584,13,Beginner,0,2025-10-13
1485,585,14,Gemiddeld,1,2025-09-16
1486,585,19,Beginner,2,2025-09-19
1487,585,16,Gemiddeld,5,2025-12-13
1488,585,4,Gemiddeld,3,2025-12-01
1489,586,5,Gemiddeld,0,2024-06-28
1490,587,18,Gemiddeld,8,2025-08-11
1491,587,14,Beginner,3,2025-08-17
1492,588,11,Beginner,3,2025-09-28
1493,588,10,Beginner,1,2025-09-25
1494,588,5,Beginner,0,2025-08-08
1495,590,4,Beginner,2,2026-03-23
1496,592,18,Beginner,1,2024-07-20
1497,592,22,Gemiddeld,5,2025-12-20
1498,592,6,Beginner,8,2025-04-27
1499,593,6,Gemiddeld,1,2026-02-13
1500,593,20,Expert,1,2025-07-19
1501,594,23,Gemiddeld,5,2026-04-13
1502,594,17,Beginner,5,2026-04-28
1503,594,9,Expert,5,2026-05-01
1504,594,14,Gemiddeld,2,2026-04-15
1505,595,3,Beginner,1,2026-02-12
1506,595,9,Gemiddeld,2,2025-06-01
1507,596,8,Beginner,2,2025-10-25
1508,596,13,Gevorderd,3,2026-01-08
1509,597,6,Gemiddeld,8,2023-05-07
1510,597,14,Gemiddeld,2,2023-11-14
1511,597,3,Gemiddeld,2,2025-04-17
1512,598,23,Gemiddeld,3,2025-04-13
1513,598,15,Beginner,2,2024-08-14
1514,598,7,Beginner,1,2024-11-20
1515,599,6,Gevorderd,1,2026-04-20
1516,599,17,Beginner,8,2026-04-28
1517,601,6,Gemiddeld,20,2026-03-24
1518,601,7,Beginner,3,2026-04-18
1519,602,10,Expert,1,2025-05-04
1520,602,2,Gemiddeld,8,2025-05-11
1521,602,22,Gemiddeld,1,2026-03-28
1522,602,4,Gemiddeld,2,2025-02-19
1523,603,21,Gemiddeld,1,2026-01-12
1524,603,19,Gemiddeld,0,2025-03-28
1525,603,8,Gevorderd,3,2025-10-18
1526,604,7,Beginner,1,2025-12-13
1527,604,21,Gevorderd,2,2026-04-28
1528,604,15,Gevorderd,5,2025-12-16
1529,605,15,Gemiddeld,3,2024-10-29
1530,605,17,Gemiddeld,5,2025-07-08
1531,605,21,Gemiddeld,2,2025-09-25
1532,605,19,Beginner,3,2025-04-14
1533,606,16,Beginner,3,2026-03-11
1534,606,5,Beginner,2,2026-04-27
1535,607,3,Gemiddeld,1,2026-03-04
1536,607,18,Beginner,3,2025-05-31
1537,607,14,Gemiddeld,3,2025-07-04
1538,608,20,Beginner,1,2026-04-30
1539,608,4,Expert,1,2026-04-30
1540,609,21,Gevorderd,2,2026-05-04
1541,610,15,Gemiddeld,0,2026-04-11
1542,610,22,Gevorderd,3,2026-03-28
1543,610,1,Gevorderd,0,2026-03-09
1544,610,6,Gemiddeld,0,2026-04-11
1545,611,14,Gemiddeld,0,2025-11-01
1546,611,6,Gemiddeld,2,2026-02-23
1547,611,21,Gemiddeld,5,2026-01-15
1548,612,2,Gemiddeld,0,2025-09-14
1549,612,11,Gemiddeld,1,2025-10-29
1550,612,19,Gevorderd,1,2025-09-13
1551,612,13,Expert,1,2026-01-10
1552,614,8,Expert,3,2025-01-21
1553,614,5,Expert,1,2024-05-24
1554,615,7,Gemiddeld,8,2025-12-04
1555,615,16,Beginner,0,2025-08-23
1556,615,3,Gemiddeld,5,2026-02-16
1557,616,21,Gevorderd,3,2026-02-06
1558,616,1,Gemiddeld,8,2026-04-12
1559,616,20,Expert,1,2026-02-22
1560,617,13,Gemiddeld,1,2026-03-13
1561,617,9,Gemiddeld,2,2026-05-04
1562,618,13,Gemiddeld,3,2026-02-18
1563,618,10,Beginner,12,2026-04-24
1564,618,6,Beginner,2,2026-04-24
1565,620,3,Gemiddeld,0,2026-03-18
1566,621,10,Gemiddeld,1,2025-11-26
1567,621,17,Beginner,3,2026-02-25
1568,621,1,Gemiddeld,2,2025-10-30
1569,621,12,Beginner,1,2025-11-11
1570,621,13,Gevorderd,3,2026-04-28
1571,622,6,Gemiddeld,3,2026-02-21
1572,623,10,Beginner,3,2026-02-27
1573,623,19,Gemiddeld,2,2026-03-04
1574,623,6,Gevorderd,0,2026-03-06
1575,623,1,Beginner,0,2026-04-01
1576,624,7,Gevorderd,1,2025-07-11
1577,624,3,Beginner,1,2026-03-31
1578,624,1,Gemiddeld,2,2025-07-26
1579,625,1,Expert,1,2025-02-19
1580,625,14,Beginner,1,2025-06-14
1581,625,15,Gemiddeld,0,2025-12-10
1582,627,12,Beginner,3,2026-03-17
1583,628,22,Gemiddeld,1,2026-02-26
1584,628,5,Beginner,12,2026-01-23
1585,628,3,Beginner,8,2026-03-04
1586,629,16,Beginner,5,2025-04-20
1587,629,4,Beginner,0,2025-01-20
1588,630,14,Gemiddeld,12,2026-02-28
1589,630,11,Beginner,1,2025-10-06
1590,630,1,Beginner,3,2026-02-27
1591,631,3,Beginner,2,2026-04-08
1592,631,6,Gemiddeld,2,2026-04-07
1593,632,6,Gevorderd,2,2025-10-22
1594,632,10,Gemiddeld,0,2026-04-17
1595,634,19,Gevorderd,1,2026-04-27
1596,634,5,Gemiddeld,0,2026-04-24
1597,634,11,Gevorderd,2,2026-05-04
1598,635,8,Expert,8,2025-03-13
1599,635,3,Gevorderd,0,2026-02-10
1600,635,19,Gemiddeld,2,2024-11-26
1601,636,20,Expert,2,2026-04-30
1602,636,15,Beginner,2,2025-11-08
1603,636,23,Gemiddeld,1,2026-04-03
1604,636,4,Gevorderd,1,2025-08-20
1605,637,9,Gemiddeld,5,2026-04-16
1606,637,21,Gemiddeld,1,2026-04-17
1607,637,7,Gemiddeld,2,2026-05-04
1608,637,10,Gemiddeld,2,2026-04-24
1609,639,9,Gemiddeld,12,2026-03-01
1610,639,18,Gemiddeld,3,2026-04-08
1611,639,3,Beginner,1,2026-02-10
1612,639,2,Gemiddeld,2,2026-04-12
1613,640,8,Gemiddeld,2,2024-10-03
1614,640,22,Gemiddeld,2,2025-02-06
1615,640,13,Beginner,0,2025-05-08
1616,641,3,Beginner,5,2026-03-25
1617,641,23,Gemiddeld,1,2026-04-07
1618,641,8,Beginner,1,2026-03-30
1619,643,23,Beginner,0,2026-01-25
1620,643,13,Gemiddeld,12,2026-01-16
1621,643,21,Gemiddeld,1,2026-03-30
1622,644,22,Gemiddeld,5,2025-12-27
1623,645,4,Gemiddeld,0,2025-12-02
1624,645,3,Gemiddeld,3,2025-11-02
1625,645,1,Gemiddeld,3,2026-04-03
1626,646,16,Beginner,2,2026-03-08
1627,646,7,Gevorderd,1,2026-04-22
1628,646,14,Gemiddeld,12,2026-02-12
1629,647,23,Expert,2,2026-04-03
1630,647,13,Gemiddeld,0,2026-02-26
1631,647,21,Beginner,0,2025-04-26
1632,648,2,Beginner,3,2026-02-06
1633,648,18,Gemiddeld,3,2026-03-30
1634,648,7,Gevorderd,5,2026-02-27
1635,650,12,Gemiddeld,1,2025-11-04
1636,650,14,Gevorderd,1,2026-02-01
1637,650,10,Beginner,0,2025-10-21
1638,650,3,Gemiddeld,2,2026-04-28
1639,650,19,Expert,3,2025-10-28
1640,653,3,Gevorderd,2,2026-02-18
1641,653,19,Gevorderd,1,2026-04-29
1642,653,4,Gemiddeld,2,2025-10-29
1643,654,1,Beginner,8,2026-04-20
1644,654,8,Gemiddeld,2,2026-03-05
1645,655,16,Beginner,3,2025-01-11
1646,655,14,Beginner,5,2025-11-13
1647,655,15,Gemiddeld,1,2025-03-18
1648,655,11,Gemiddeld,2,2025-04-15
1649,655,12,Gevorderd,3,2025-01-23
1650,656,8,Gevorderd,8,2024-06-01
1651,656,18,Beginner,2,2025-10-22
1652,656,13,Gemiddeld,5,2025-05-12
1653,656,2,Gemiddeld,1,2024-10-27
1654,658,11,Gemiddeld,12,2025-09-09
1655,658,3,Beginner,2,2025-03-10
1656,658,8,Gemiddeld,2,2025-03-28
1657,658,9,Beginner,2,2026-01-25
1658,659,1,Beginner,0,2025-11-19
1659,659,7,Beginner,0,2025-11-20
1660,659,16,Gemiddeld,5,2026-01-23
1661,659,18,Gevorderd,5,2026-03-02
1662,661,22,Gemiddeld,2,2026-04-22
1663,662,17,Beginner,2,2025-01-03
1664,662,18,Gemiddeld,2,2025-11-18
1665,662,12,Beginner,1,2024-11-27
1666,664,19,Gemiddeld,3,2026-05-04
1667,664,10,Gemiddeld,0,2025-08-31
1668,665,23,Expert,3,2026-01-30
1669,665,6,Beginner,0,2025-12-08
1670,666,21,Beginner,1,2026-04-29
1671,666,2,Gevorderd,2,2026-03-03
1672,667,14,Beginner,0,2026-04-30
1673,667,12,Gemiddeld,1,2026-04-24
1674,667,11,Gevorderd,8,2026-02-09
1675,667,19,Gevorderd,3,2026-04-10
1676,668,12,Beginner,1,2025-08-14
1677,668,7,Gemiddeld,2,2025-08-24
1678,668,20,Gemiddeld,1,2025-06-03
1679,668,3,Gemiddeld,5,2025-06-11
1680,668,18,Gemiddeld,3,2024-11-23
1681,669,2,Gemiddeld,1,2026-02-01
1682,669,17,Gemiddeld,1,2025-08-08
1683,669,11,Gevorderd,0,2026-01-21
1684,670,9,Gemiddeld,0,2025-12-06
1685,670,6,Beginner,2,2026-04-09
1686,671,11,Beginner,3,2026-03-05
1687,671,6,Beginner,0,2025-10-28
1688,671,7,Beginner,5,2026-01-21
1689,673,1,Gemiddeld,0,2026-04-11
1690,673,17,Gevorderd,2,2026-04-03
1691,673,20,Gemiddeld,3,2026-04-27
1692,674,23,Gemiddeld,5,2026-04-16
1693,674,10,Gemiddeld,5,2026-03-28
1694,674,5,Gemiddeld,1,2026-03-06
1695,675,10,Beginner,1,2026-04-16
1696,675,21,Beginner,8,2026-03-21
1697,675,11,Gemiddeld,1,2026-04-14
1698,676,1,Expert,1,2026-04-12
1699,676,17,Gemiddeld,0,2026-04-17
1700,676,4,Gemiddeld,5,2026-03-24
1701,677,18,Gevorderd,5,2025-08-16
1702,677,23,Gemiddeld,1,2026-01-01
1703,678,20,Gevorderd,0,2026-02-20
1704,679,23,Gevorderd,0,2026-03-11
1705,679,17,Gemiddeld,5,2026-04-28
1706,679,16,Beginner,12,2026-03-25
1707,679,14,Gevorderd,0,2026-04-15
1708,680,20,Gemiddeld,5,2026-04-21
1709,680,21,Beginner,5,2026-04-27
1710,680,9,Gemiddeld,1,2026-04-18
1711,681,23,Beginner,5,2025-12-27
1712,681,10,Beginner,5,2025-08-15
1713,681,5,Gevorderd,2,2025-08-22
1714,681,12,Gemiddeld,5,2026-03-06
1715,682,15,Beginner,1,2026-04-30
1716,682,11,Gemiddeld,2,2026-04-14
1717,682,1,Gevorderd,3,2026-03-22
1718,683,2,Gemiddeld,2,2025-10-24
1719,683,21,Expert,0,2025-10-05
1720,683,8,Expert,2,2025-08-17
1721,684,3,Gemiddeld,2,2026-02-25
1722,684,14,Gemiddeld,2,2026-03-09
1723,684,8,Expert,1,2026-03-19
1724,684,5,Gemiddeld,2,2026-02-26
1725,684,20,Gemiddeld,1,2026-04-15
1726,685,16,Gevorderd,0,2026-03-31
1727,685,7,Gevorderd,0,2025-09-19
1728,685,2,Gemiddeld,5,2025-11-10
1729,686,1,Beginner,2,2026-02-23
1730,686,2,Gevorderd,8,2025-11-22
1731,686,19,Gevorderd,3,2026-01-11
1732,687,15,Gevorderd,2,2026-04-04
1733,687,17,Gemiddeld,1,2025-12-03
1734,687,8,Beginner,1,2026-04-02
1735,687,21,Gevorderd,1,2026-01-01
1736,689,15,Gevorderd,2,2025-12-21
1737,689,9,Gemiddeld,1,2026-04-24
1738,689,22,Gevorderd,12,2025-12-26
1739,689,1,Gemiddeld,8,2026-02-14
1740,690,13,Gemiddeld,1,2026-03-27
1741,690,6,Gevorderd,0,2026-04-23
1742,690,15,Gemiddeld,3,2026-02-13
1743,691,19,Gemiddeld,1,2026-02-21
1744,691,8,Gemiddeld,1,2026-02-12
1745,691,20,Beginner,0,2026-04-06
1746,691,15,Beginner,0,2026-02-23
1747,692,16,Gevorderd,3,2026-03-06
1748,692,13,Gemiddeld,5,2025-05-03
1749,692,12,Beginner,2,2026-03-29
1750,692,17,Gemiddeld,5,2026-03-04
1751,693,15,Beginner,1,2026-03-14
1752,693,2,Gevorderd,0,2026-05-01
1753,696,12,Beginner,3,2026-04-25
1754,696,23,Gevorderd,1,2025-12-13
1755,696,17,Gevorderd,3,2026-04-28
1756,697,23,Gemiddeld,1,2025-01-13
1757,697,8,Gevorderd,0,2026-04-08
1758,697,18,Gevorderd,5,2026-01-16
1759,699,10,Gemiddeld,3,2026-05-04
1760,699,23,Gemiddeld,3,2026-02-08
1761,699,14,Gemiddeld,0,2026-03-20
1762,699,17,Gemiddeld,1,2026-04-22
1763,700,22,Gemiddeld,1,2025-11-30
1764,700,6,Beginner,1,2026-02-25
1765,701,16,Gemiddeld,2,2026-04-10
1766,701,18,Gevorderd,1,2026-03-16
1767,701,3,Gemiddeld,1,2026-01-07
1768,702,8,Beginner,0,2025-06-11
1769,702,17,Gevorderd,2,2025-03-03
1770,702,16,Gemiddeld,2,2025-03-06
1771,702,7,Gemiddeld,1,2025-12-14
1772,704,18,Gemiddeld,2,2025-12-31
1773,704,17,Beginner,3,2026-01-28
1774,704,19,Beginner,1,2026-02-14
1775,705,21,Gemiddeld,12,2026-04-23
1776,705,6,Gemiddeld,0,2026-04-27
1777,705,5,Gemiddeld,1,2026-04-20
1778,705,9,Beginner,1,2026-04-27
1779,705,16,Gemiddeld,2,2026-04-10
1780,707,18,Gemiddeld,1,2025-12-15
1781,707,12,Expert,2,2025-10-10
1782,708,1,Beginner,2,2025-11-23
1783,708,20,Gemiddeld,0,2025-12-02
1784,708,7,Gemiddeld,8,2026-04-01
1785,708,10,Beginner,0,2026-05-02
1786,708,3,Gemiddeld,20,2026-04-27
1787,710,3,Beginner,2,2025-02-11
1788,710,18,Gemiddeld,5,2024-12-30
1789,711,1,Gemiddeld,2,2026-05-01
1790,711,14,Beginner,8,2026-01-19
1791,711,15,Beginner,5,2026-02-11
1792,713,18,Beginner,8,2026-02-08
1793,713,7,Gemiddeld,12,2026-02-16
1794,714,8,Beginner,1,2026-04-01
1795,714,23,Gemiddeld,2,2026-05-01
1796,714,6,Gevorderd,0,2026-04-19
1797,714,3,Gemiddeld,3,2026-04-18
1798,714,2,Gevorderd,5,2026-04-12
1799,715,4,Gemiddeld,2,2025-11-24
1800,716,22,Gemiddeld,1,2024-05-13
1801,716,5,Gevorderd,5,2024-10-13
1802,716,12,Gemiddeld,1,2024-09-19
1803,717,16,Gevorderd,12,2026-02-28
1804,717,20,Gemiddeld,1,2025-10-11
1805,717,17,Expert,1,2025-10-20
1806,717,22,Gevorderd,2,2025-04-06
1807,718,13,Gevorderd,1,2025-02-15
1808,720,15,Gemiddeld,1,2026-01-29
1809,720,7,Gevorderd,1,2026-04-20
1810,720,19,Expert,1,2025-12-12
1811,720,5,Gemiddeld,0,2025-03-11
1812,721,6,Beginner,1,2025-05-01
1813,722,21,Gemiddeld,3,2025-11-28
1814,722,11,Gevorderd,0,2025-12-17
1815,722,2,Gemiddeld,2,2025-05-03
1816,723,4,Gemiddeld,3,2025-10-30
1817,723,5,Gemiddeld,2,2025-10-11
1818,723,1,Gevorderd,8,2024-05-26
1819,723,7,Gemiddeld,0,2025-12-22
1820,724,22,Expert,0,2025-09-01
1821,724,12,Gemiddeld,12,2026-04-20
1822,724,20,Beginner,1,2026-01-06
1823,724,10,Gemiddeld,5,2025-08-04
1824,724,16,Gevorderd,1,2025-12-17
1825,725,17,Gevorderd,0,2025-10-18
1826,725,1,Beginner,1,2025-05-31
1827,725,3,Gevorderd,2,2025-09-08
1828,725,23,Beginner,3,2025-07-25
1829,726,12,Gemiddeld,3,2026-01-30
1830,726,9,Gemiddeld,3,2025-11-08
1831,727,22,Gemiddeld,3,2025-09-24
1832,728,20,Gemiddeld,0,2025-08-12
1833,728,22,Beginner,2,2025-08-31
1834,728,2,Gemiddeld,3,2025-04-05
1835,729,12,Expert,1,2025-11-18
1836,730,13,Gevorderd,20,2025-12-20
1837,730,1,Gemiddeld,2,2025-12-28
1838,731,11,Beginner,1,2025-11-19
1839,731,22,Gemiddeld,1,2025-11-12
1840,731,7,Gemiddeld,8,2026-04-13
1841,731,14,Beginner,0,2026-03-03
1842,732,4,Gemiddeld,1,2025-08-15
1843,733,6,Gemiddeld,8,2026-03-22
1844,733,12,Expert,2,2026-04-07
1845,733,14,Gevorderd,3,2026-03-25
1846,736,18,Gemiddeld,1,2025-12-26
1847,736,1,Gemiddeld,3,2026-01-19
1848,736,10,Gemiddeld,20,2026-03-02
1849,736,20,Gemiddeld,1,2025-12-29
1850,737,11,Gevorderd,3,2025-06-19
1851,738,22,Gevorderd,2,2025-01-04
1852,738,10,Beginner,0,2023-12-24
1853,738,4,Beginner,3,2025-08-07
1854,738,3,Beginner,1,2026-02-17
1855,739,15,Gemiddeld,3,2025-11-15
1856,739,22,Beginner,12,2025-10-18
1857,739,1,Gemiddeld,5,2025-12-04
1858,740,23,Gemiddeld,1,2026-01-18
1859,740,2,Beginner,0,2026-03-24
1860,740,9,Gemiddeld,2,2025-12-19
1861,741,18,Gemiddeld,2,2026-04-11
1862,741,21,Gemiddeld,5,2026-05-03
1863,743,16,Beginner,2,2026-01-07
1864,744,5,Gevorderd,2,2026-04-09
1865,744,2,Gemiddeld,2,2025-12-18
1866,744,12,Gemiddeld,2,2026-03-09
1867,744,18,Gemiddeld,2,2025-12-14
1868,746,1,Gemiddeld,3,2025-10-04
1869,746,19,Beginner,0,2025-06-22
1870,749,8,Beginner,8,2025-09-18
1871,749,23,Beginner,1,2026-04-15
1872,749,13,Gemiddeld,3,2025-10-15
1873,750,5,Gemiddeld,0,2026-05-03
1874,750,22,Gemiddeld,1,2026-04-25
1875,750,7,Beginner,1,2026-04-23
1876,750,9,Gemiddeld,1,2026-04-25
1877,751,14,Gevorderd,3,2026-04-29
1878,751,3,Gevorderd,5,2026-04-10
1879,751,9,Gemiddeld,0,2026-02-04
1880,751,4,Gemiddeld,3,2026-02-12
1881,752,19,Beginner,5,2025-11-13
1882,752,9,Beginner,8,2026-01-02
