aanwezigheid_id,deelname_id,medewerker_id,activiteit_id,check_in_tijd,check_out_tijd,werkelijke_duur_min,geschatte_calorieen,hartslag_gem,hartslag_piek
17387,29443,931,2911,2026-01-18 11:03:00,2026-01-18 11:59:42,56.7,287,129,152
17388,29444,947,2911,2026-01-18 11:12:00,2026-01-18 12:00:48,48.8,247,111,122
17389,29445,952,2911,2026-01-18 10:54:00,2026-01-18 12:00:30,66.5,336,117,131
17390,29446,990,2911,2026-01-18 11:13:00,2026-01-18 12:13:42,60.7,307,121,149
17391,29448,995,2911,2026-01-18 11:05:00,2026-01-18 12:03:24,58.4,295,129,151
17392,29449,1029,2912,2026-01-13 17:29:00,2026-01-13 17:55:06,26.1,287,123,144
17393,29450,974,2912,2026-01-13 17:30:00,2026-01-13 17:56:30,26.5,291,114,127
17394,29451,946,2912,2026-01-13 17:37:00,2026-01-13 17:59:18,22.3,245,143,164
17395,29452,1013,2912,2026-01-13 17:37:00,2026-01-13 18:17:06,40.1,441,116,142
17396,29453,1028,2912,2026-01-13 17:41:00,2026-01-13 18:11:36,30.6,336,129,157
17397,29480,1012,2916,2026-01-18 11:26:00,2026-01-18 13:36:06,130.1,1084,145,174
17398,29481,983,2916,2026-01-18 11:25:00,2026-01-18 13:23:18,118.3,985,106,130
17399,29482,963,2916,2026-01-18 11:41:00,2026-01-18 13:43:48,122.8,1023,125,156
17400,29483,956,2916,2026-01-18 11:27:00,2026-01-18 13:24:12,117.2,976,119,140
17401,29484,1017,2916,2026-01-18 11:33:00,2026-01-18 13:33:42,120.7,1005,112,124
17402,29487,923,2916,2026-01-18 11:35:00,2026-01-18 13:41:24,126.4,1053,122,140
17403,29488,945,2916,2026-01-18 11:23:00,2026-01-18 13:15:12,112.2,935,122,142
17404,29489,947,2916,2026-01-18 11:45:00,2026-01-18 13:48:24,123.4,1028,110,126
17405,29490,1000,2916,2026-01-18 11:43:00,2026-01-18 13:35:06,112.1,934,112,128
17406,29491,953,2916,2026-01-18 11:41:00,2026-01-18 13:40:42,119.7,997,129,163
17407,29492,987,2916,2026-01-18 11:32:00,2026-01-18 13:34:06,122.1,1017,,143
17408,29493,1019,2916,2026-01-18 11:21:00,2026-01-18 13:10:18,109.3,910,112,146
17409,29495,961,2916,2026-01-18 11:35:00,2026-01-18 13:41:30,126.5,1054,146,169
17410,29497,980,2916,2026-01-18 11:37:00,2026-01-18 13:33:30,116.5,970,111,127
17411,29498,964,2916,2026-01-18 11:45:00,2026-01-18 13:47:30,122.5,1020,122,156
17412,29499,969,2916,2026-01-18 11:23:00,2026-01-18 13:30:00,127.0,1058,130,153
17413,29519,1017,2918,2026-01-14 17:10:00,2026-01-14 18:24:00,74.0,641,119,148
17414,29520,975,2918,2026-01-14 16:51:00,2026-01-14 18:06:18,75.3,652,135,165
17415,29521,924,2918,2026-01-14 16:55:00,2026-01-14 18:00:42,65.7,569,138,148
17416,29522,923,2918,2026-01-14 16:50:00,2026-01-14 18:01:42,71.7,621,132,
17417,29523,930,2918,2026-01-14 16:54:00,2026-01-14 18:07:54,73.9,640,128,161
17418,29524,936,2918,2026-01-14 16:50:00,2026-01-14 18:01:42,71.7,621,132,
17419,29525,946,2918,2026-01-14 16:53:00,2026-01-14 18:07:36,74.6,646,140,153
17420,29526,980,2918,2026-01-14 16:51:00,2026-01-14 18:05:06,74.1,642,113,126
17421,29528,989,2919,2026-01-24 08:52:00,2026-01-24 10:03:24,71.4,595,140,169
17422,29529,958,2919,2026-01-24 09:09:00,2026-01-24 10:21:06,72.1,600,130,164
17423,29530,925,2919,2026-01-24 08:58:00,2026-01-24 10:08:18,70.3,585,109,121
17424,29531,945,2919,2026-01-24 08:53:00,2026-01-24 10:08:00,75.0,625,,134
17425,29533,943,2919,2026-01-24 09:13:00,2026-01-24 10:37:48,84.8,706,,160
17426,29534,1003,2919,2026-01-24 09:06:00,2026-01-24 10:18:00,72.0,600,126,154
17427,29538,927,2920,2026-01-24 10:58:00,2026-01-24 11:45:12,47.2,118,119,142
17428,29539,936,2920,2026-01-24 11:14:00,2026-01-24 12:03:30,49.5,123,116,145
17429,29541,943,2920,2026-01-24 11:13:00,2026-01-24 11:53:48,40.8,101,120,
17430,29542,978,2920,2026-01-24 10:53:00,2026-01-24 11:38:48,45.8,114,108,142
17431,29543,953,2920,2026-01-24 10:51:00,2026-01-24 11:38:00,47.0,117,,135
17432,29545,1016,2920,2026-01-24 10:55:00,2026-01-24 11:33:42,38.7,96,117,127
17433,29548,939,2921,2026-01-25 11:18:00,2026-01-25 12:43:06,85.1,431,128,161
17434,29549,946,2921,2026-01-25 11:10:00,2026-01-25 12:44:18,94.3,477,131,146
17435,29574,979,2924,2026-01-22 17:56:00,2026-01-22 18:49:36,53.6,428,128,149
17436,29576,952,2924,2026-01-22 17:53:00,2026-01-22 18:58:12,65.2,521,,161
17437,29577,974,2924,2026-01-22 18:01:00,2026-01-22 19:04:12,63.2,505,109,141
17438,29578,988,2924,2026-01-22 17:53:00,2026-01-22 18:59:12,66.2,529,126,147
17439,29579,1012,2925,2026-01-24 10:37:00,2026-01-24 11:33:18,56.3,388,130,158
17440,29580,939,2925,2026-01-24 10:38:00,2026-01-24 11:33:30,55.5,382,131,157
17441,29581,960,2925,2026-01-24 10:55:00,2026-01-24 12:00:12,65.2,449,129,164
17442,29582,979,2925,2026-01-24 11:00:00,2026-01-24 12:03:06,63.1,435,112,131
17443,29583,943,2925,2026-01-24 10:58:00,2026-01-24 11:46:42,48.7,336,124,140
17444,29584,999,2925,2026-01-24 10:36:00,2026-01-24 11:42:42,66.7,460,113,129
17445,29585,965,2925,2026-01-24 10:48:00,2026-01-24 11:54:42,66.7,460,119,151
17446,29586,953,2925,2026-01-24 10:48:00,2026-01-24 11:45:12,57.2,394,131,165
17447,29587,1008,2925,2026-01-24 10:46:00,2026-01-24 11:42:36,56.6,390,113,
17448,29588,985,2925,2026-01-24 10:50:00,2026-01-24 11:44:30,54.5,376,140,150
17449,29589,929,2925,2026-01-24 10:50:00,2026-01-24 11:51:36,61.6,425,126,137
17450,29590,1023,2925,2026-01-24 10:36:00,2026-01-24 11:31:48,55.8,385,113,138
17451,29591,958,2925,2026-01-24 11:00:00,2026-01-24 11:55:00,55.0,379,118,148
17452,29592,974,2925,2026-01-24 10:51:00,2026-01-24 11:50:36,59.6,411,105,136
17453,29595,946,2925,2026-01-24 10:44:00,2026-01-24 11:37:06,53.1,366,,170
17454,29596,997,2925,2026-01-24 10:59:00,2026-01-24 11:59:36,60.6,418,,151
17455,29597,994,2925,2026-01-24 10:47:00,2026-01-24 11:48:36,61.6,425,102,126
17456,29598,1020,2925,2026-01-24 10:44:00,2026-01-24 11:50:36,66.6,459,127,140
17457,29599,922,2925,2026-01-24 10:48:00,2026-01-24 11:51:48,63.8,440,120,134
17458,29600,927,2926,2026-01-22 18:35:00,2026-01-22 19:43:48,68.8,172,127,147
17459,29601,953,2926,2026-01-22 18:35:00,2026-01-22 19:44:54,69.9,174,129,159
17460,29602,1022,2926,2026-01-22 18:34:00,2026-01-22 19:48:36,74.6,186,120,149
17461,29604,989,2926,2026-01-22 18:39:00,2026-01-22 19:55:12,76.2,190,117,135
17462,29605,1016,2926,2026-01-22 18:22:00,2026-01-22 19:18:42,56.7,141,116,140
17463,29606,969,2926,2026-01-22 18:35:00,2026-01-22 19:54:24,79.4,198,120,149
17464,29610,999,2926,2026-01-22 18:37:00,2026-01-22 19:49:42,72.7,181,113,141
17465,29611,961,2926,2026-01-22 18:20:00,2026-01-22 19:28:00,68.0,169,121,146
17466,29612,966,2926,2026-01-22 18:44:00,2026-01-22 19:54:18,70.3,175,112,139
17467,29613,946,2927,2026-01-20 17:52:00,2026-01-20 18:24:42,32.7,261,141,170
17468,29614,962,2927,2026-01-20 17:44:00,2026-01-20 18:34:36,50.6,404,120,133
17469,29616,945,2927,2026-01-20 17:48:00,2026-01-20 18:35:12,47.2,377,111,135
17470,29618,927,2927,2026-01-20 17:49:00,2026-01-20 18:26:06,37.1,296,138,157
17471,29619,939,2927,2026-01-20 17:55:00,2026-01-20 18:36:42,41.7,333,134,155
17472,29620,972,2927,2026-01-20 17:46:00,2026-01-20 18:23:36,37.6,300,129,153
17473,29621,953,2927,2026-01-20 17:55:00,2026-01-20 18:43:18,48.3,386,132,159
17474,29622,987,2927,2026-01-20 18:00:00,2026-01-20 18:49:18,49.3,394,138,154
17475,29623,990,2927,2026-01-20 17:54:00,2026-01-20 18:43:54,49.9,399,,137
17476,29624,993,2927,2026-01-20 17:44:00,2026-01-20 18:30:24,46.4,371,113,138
17477,29625,956,2927,2026-01-20 17:47:00,2026-01-20 18:31:18,44.3,354,,150
17478,29626,979,2927,2026-01-20 17:35:00,2026-01-20 18:16:18,41.3,330,111,124
17479,29628,1029,2928,2026-01-20 07:39:00,2026-01-20 09:13:36,94.6,173,101,134
17480,29630,981,2928,2026-01-20 07:45:00,2026-01-20 09:19:30,94.5,173,131,145
17481,29632,999,2929,2026-01-20 17:12:00,2026-01-20 18:14:24,62.4,468,,137
17482,29633,973,2929,2026-01-20 17:15:00,2026-01-20 18:13:06,58.1,435,109,130
17483,29635,979,2929,2026-01-20 17:12:00,2026-01-20 18:10:18,58.3,437,119,154
17484,29636,942,2929,2026-01-20 17:25:00,2026-01-20 18:30:18,65.3,489,127,148
17485,29637,958,2929,2026-01-20 17:30:00,2026-01-20 18:29:00,59.0,442,127,151
17486,29638,948,2929,2026-01-20 17:05:00,2026-01-20 17:54:54,49.9,374,127,143
17487,29639,921,2929,2026-01-20 17:18:00,2026-01-20 18:19:36,61.6,462,138,151
17488,29640,983,2929,2026-01-20 17:09:00,2026-01-20 18:10:48,61.8,463,104,125
17489,29641,989,2929,2026-01-20 17:16:00,2026-01-20 18:12:18,56.3,422,126,140
17490,29642,962,2930,2026-01-29 12:23:00,2026-01-29 13:11:54,48.9,308,126,151
17491,29643,1008,2930,2026-01-29 12:38:00,2026-01-29 13:25:42,47.7,300,113,133
17492,29644,1025,2930,2026-01-29 12:45:00,2026-01-29 13:31:30,46.5,292,118,
17493,29647,945,2930,2026-01-29 12:25:00,2026-01-29 13:14:48,49.8,313,124,150
17494,29650,931,2930,2026-01-29 12:44:00,2026-01-29 13:26:48,42.8,269,129,139
17495,29651,994,2930,2026-01-29 12:39:00,2026-01-29 13:28:06,49.1,309,116,126
17496,29652,965,2930,2026-01-29 12:42:00,2026-01-29 13:29:36,47.6,299,115,147
17497,29653,1019,2930,2026-01-29 12:38:00,2026-01-29 13:18:18,40.3,253,108,143
17498,29661,962,2932,2026-01-29 19:16:00,2026-01-29 20:32:30,76.5,527,128,158
17499,29662,936,2932,2026-01-29 19:12:00,2026-01-29 20:20:06,68.1,469,125,143
17500,29664,995,2932,2026-01-29 19:14:00,2026-01-29 20:28:30,74.5,514,133,
17501,29665,943,2932,2026-01-29 19:24:00,2026-01-29 20:36:24,72.4,499,134,144
17502,29666,1013,2932,2026-01-29 19:28:00,2026-01-29 20:40:42,72.7,501,97,128
17503,29667,1016,2932,2026-01-29 19:09:00,2026-01-29 20:23:06,74.1,511,133,166
17504,29668,1027,2932,2026-01-29 19:15:00,2026-01-29 20:33:54,78.9,544,113,126
17505,29670,956,2932,2026-01-29 19:21:00,2026-01-29 20:42:06,81.1,559,116,132
17506,29674,997,2932,2026-01-29 19:07:00,2026-01-29 20:19:24,72.4,499,136,152
17507,29675,941,2932,2026-01-29 19:24:00,2026-01-29 20:42:12,78.2,539,131,146
17508,29676,1012,2932,2026-01-29 19:09:00,2026-01-29 20:16:30,67.5,465,145,165
17509,29677,973,2932,2026-01-29 19:05:00,2026-01-29 20:18:48,73.8,509,113,137
17510,29678,998,2932,2026-01-29 19:21:00,2026-01-29 20:35:24,74.4,513,122,144
17511,29679,922,2932,2026-01-29 19:26:00,2026-01-29 20:41:06,75.1,518,113,140
17512,29680,965,2932,2026-01-29 19:16:00,2026-01-29 20:28:24,72.4,499,118,141
17513,29681,966,2932,2026-01-29 19:09:00,2026-01-29 20:34:12,85.2,587,118,140
17514,29682,946,2933,2026-01-27 18:00:00,2026-01-27 19:35:48,95.8,1564,163,188
17515,29683,1029,2933,2026-01-27 17:50:00,2026-01-27 19:17:42,87.7,1432,,145
17516,29684,963,2933,2026-01-27 18:01:00,2026-01-27 19:40:42,99.7,1628,133,150
17517,29685,961,2933,2026-01-27 18:00:00,2026-01-27 19:29:24,89.4,1460,141,163
17518,29686,941,2933,2026-01-27 18:02:00,2026-01-27 19:34:06,92.1,1504,137,149
17519,29694,921,2935,2026-01-31 09:45:00,2026-01-31 11:01:06,76.1,697,131,152
17520,29695,972,2935,2026-01-31 09:35:00,2026-01-31 10:56:24,81.4,746,127,152
17521,29696,963,2935,2026-01-31 09:34:00,2026-01-31 10:54:00,80.0,733,135,153
17522,29697,960,2935,2026-01-31 09:21:00,2026-01-31 10:37:42,76.7,703,130,150
17523,29698,1022,2935,2026-01-31 09:40:00,2026-01-31 10:49:42,69.7,638,131,160
17524,29699,1027,2935,2026-01-31 09:44:00,2026-01-31 11:00:06,76.1,697,109,137
17525,29701,1000,2936,2026-01-29 12:06:00,2026-01-29 12:33:36,27.6,69,103,113
17526,29703,969,2936,2026-01-29 12:16:00,2026-01-29 12:47:18,31.3,78,125,145
17527,29704,985,2936,2026-01-29 12:09:00,2026-01-29 12:40:18,31.3,78,125,
17528,29705,1019,2936,2026-01-29 12:11:00,2026-01-29 12:50:00,39.0,97,99,133
17529,29706,974,2936,2026-01-29 12:10:00,2026-01-29 12:42:42,32.7,81,94,117
17530,29707,923,2936,2026-01-29 12:12:00,2026-01-29 12:49:00,37.0,92,116,147
17531,29708,956,2936,2026-01-29 12:09:00,2026-01-29 12:35:00,26.0,65,108,122
17532,29710,1022,2936,2026-01-29 12:30:00,2026-01-29 12:57:42,27.7,69,110,132
17533,29711,972,2936,2026-01-29 12:05:00,2026-01-29 12:41:00,36.0,90,112,125
17534,29712,994,2936,2026-01-29 12:23:00,2026-01-29 12:52:18,29.3,73,104,125
17535,29713,966,2936,2026-01-29 12:14:00,2026-01-29 12:50:18,36.3,90,116,130
17536,29714,948,2936,2026-01-29 12:20:00,2026-01-29 12:51:42,31.7,79,106,118
17537,29715,955,2936,2026-01-29 12:17:00,2026-01-29 12:55:12,38.2,95,97,131
17538,29716,936,2936,2026-01-29 12:20:00,2026-01-29 12:58:18,38.3,95,122,143
17539,29717,1008,2936,2026-01-29 12:21:00,2026-01-29 12:43:30,22.5,56,108,132
17540,29718,1029,2936,2026-01-29 12:29:00,2026-01-29 12:58:48,29.8,74,112,147
17541,29719,1025,2936,2026-01-29 12:07:00,2026-01-29 12:39:24,32.4,80,114,143
17542,29720,972,2937,2026-01-28 18:14:00,2026-01-28 19:14:48,60.8,383,122,152
17543,29722,947,2937,2026-01-28 18:04:00,2026-01-28 18:57:36,53.6,337,119,148
17544,29724,981,2937,2026-01-28 18:02:00,2026-01-28 18:54:48,52.8,332,138,
17545,29725,962,2938,2026-01-30 17:44:00,2026-01-30 18:37:00,53.0,424,122,154
17546,29726,924,2938,2026-01-30 17:48:00,2026-01-30 18:48:24,60.4,483,136,
17547,29727,956,2938,2026-01-30 17:46:00,2026-01-30 18:50:54,64.9,519,120,130
17548,29728,927,2938,2026-01-30 18:00:00,2026-01-30 18:57:00,57.0,456,139,163
17549,29729,965,2938,2026-01-30 17:44:00,2026-01-30 18:44:18,60.3,482,109,135
17550,29730,960,2939,2026-01-28 17:29:00,2026-01-28 18:45:12,76.2,457,137,
17551,29731,1015,2939,2026-01-28 17:11:00,2026-01-28 18:28:06,77.1,462,123,146
17552,29732,989,2939,2026-01-28 17:07:00,2026-01-28 18:30:24,83.4,500,129,161
17553,29734,951,2939,2026-01-28 17:27:00,2026-01-28 18:45:18,78.3,469,118,132
17554,29735,988,2939,2026-01-28 17:07:00,2026-01-28 18:22:42,75.7,454,125,136
17555,29736,931,2940,2026-01-30 17:28:00,2026-01-30 18:21:42,53.7,622,141,151
17556,29737,959,2940,2026-01-30 17:37:00,2026-01-30 18:30:48,53.8,624,,174
17557,29739,925,2940,2026-01-30 17:41:00,2026-01-30 18:26:30,45.5,527,118,128
17558,29740,1025,2940,2026-01-30 17:30:00,2026-01-30 18:26:00,56.0,649,131,
17559,29742,988,2940,2026-01-30 17:34:00,2026-01-30 18:21:24,47.4,549,137,170
17560,29743,969,2940,2026-01-30 17:38:00,2026-01-30 18:24:18,46.3,537,148,173
17561,29745,965,2940,2026-01-30 17:30:00,2026-01-30 18:09:48,39.8,461,113,129
17562,29746,985,2940,2026-01-30 17:25:00,2026-01-30 18:14:00,49.0,568,,177
17563,29748,1017,2940,2026-01-30 17:26:00,2026-01-30 18:12:42,46.7,541,104,131
17564,29749,1029,2940,2026-01-30 17:43:00,2026-01-30 18:28:00,45.0,522,129,160
17565,29750,957,2940,2026-01-30 17:29:00,2026-01-30 18:12:06,43.1,499,127,156
17566,29751,1000,2940,2026-01-30 17:22:00,2026-01-30 18:08:18,46.3,537,122,137
17567,29752,935,2941,2026-01-28 12:48:00,2026-01-28 13:40:54,52.9,396,130,162
17568,29753,939,2941,2026-01-28 12:52:00,2026-01-28 13:39:36,47.6,357,,174
17569,29755,995,2941,2026-01-28 12:49:00,2026-01-28 13:39:36,50.6,379,133,157
17570,29764,921,2943,2026-01-31 15:39:00,2026-01-31 16:33:00,54.0,72,,
17571,29765,943,2943,2026-01-31 15:40:00,2026-01-31 16:26:48,46.8,62,,138
17572,29766,931,2943,2026-01-31 15:31:00,2026-01-31 16:11:42,40.7,54,126,155
17573,29767,964,2943,2026-01-31 15:35:00,2026-01-31 16:27:48,52.8,70,111,121
17574,29768,925,2943,2026-01-31 15:38:00,2026-01-31 16:24:36,46.6,62,97,127
17575,29771,960,2943,2026-01-31 15:36:00,2026-01-31 16:14:54,38.9,51,121,145
17576,29772,1015,2943,2026-01-31 15:33:00,2026-01-31 16:03:12,30.2,40,,116
17577,29775,997,2944,2026-01-31 10:55:00,2026-01-31 11:55:06,60.1,120,121,149
17578,29776,1022,2944,2026-01-31 10:56:00,2026-01-31 11:55:12,59.2,118,115,
17579,29777,989,2944,2026-01-31 10:50:00,2026-01-31 11:55:24,65.4,130,,150
17580,29779,921,2945,2026-01-26 11:52:00,2026-01-26 12:52:36,60.6,307,128,163
17581,29781,1016,2945,2026-01-26 12:04:00,2026-01-26 13:00:54,56.9,288,112,133
17582,29782,973,2945,2026-01-26 11:52:00,2026-01-26 12:58:00,66.0,334,106,135
17583,29784,962,2945,2026-01-26 11:56:00,2026-01-26 12:58:30,62.5,316,108,118
17584,29785,1019,2945,2026-01-26 12:11:00,2026-01-26 13:06:48,55.8,282,100,
17585,29786,1017,2945,2026-01-26 12:11:00,2026-01-26 13:13:24,62.4,316,,133
17586,29788,1028,2946,2026-01-28 12:13:00,2026-01-28 13:50:36,97.6,894,132,151
17587,29789,921,2946,2026-01-28 12:14:00,2026-01-28 13:35:54,81.9,750,136,147
17588,29791,947,2946,2026-01-28 12:00:00,2026-01-28 13:29:12,89.2,817,113,128
17589,29792,1019,2946,2026-01-28 12:00:00,2026-01-28 13:36:00,96.0,880,111,
17590,29793,930,2946,2026-01-28 12:06:00,2026-01-28 13:37:36,91.6,839,,156
17591,29794,1022,2946,2026-01-28 12:13:00,2026-01-28 13:35:18,82.3,754,133,164
17592,29795,1012,2947,2026-01-27 07:32:00,2026-01-27 08:06:00,34.0,374,143,166
17593,29798,964,2947,2026-01-27 07:23:00,2026-01-27 07:40:42,17.7,194,128,153
17594,29799,972,2947,2026-01-27 07:20:00,2026-01-27 07:46:48,26.8,294,124,148
17595,29800,981,2947,2026-01-27 07:27:00,2026-01-27 07:56:48,29.8,327,143,
17596,29802,929,2947,2026-01-27 07:40:00,2026-01-27 08:12:18,32.3,355,127,149
17597,29804,975,2947,2026-01-27 07:37:00,2026-01-27 08:05:24,28.4,312,,163
17598,29805,1003,2947,2026-01-27 07:33:00,2026-01-27 08:01:06,28.1,309,,142
17599,29806,963,2947,2026-01-27 07:30:00,2026-01-27 07:58:00,28.0,308,133,159
17600,29807,980,2948,2026-02-06 18:02:00,2026-02-06 19:23:30,81.5,489,111,
17601,29808,1017,2948,2026-02-06 18:01:00,2026-02-06 19:19:36,78.6,471,104,114
17602,29809,931,2948,2026-02-06 17:50:00,2026-02-06 19:22:00,92.0,552,123,137
17603,29810,993,2948,2026-02-06 17:59:00,2026-02-06 19:32:12,93.2,559,115,147
17604,29811,998,2948,2026-02-06 18:11:00,2026-02-06 19:46:00,95.0,570,125,137
17605,29812,999,2948,2026-02-06 18:02:00,2026-02-06 19:28:36,86.6,519,115,
17606,29829,948,2950,2026-02-04 19:11:00,2026-02-04 19:42:18,31.3,363,125,149
17607,29830,1003,2950,2026-02-04 19:24:00,2026-02-04 19:55:42,31.7,367,134,156
17608,29832,1022,2950,2026-02-04 19:08:00,2026-02-04 19:35:48,27.8,322,131,157
17609,29833,960,2950,2026-02-04 19:28:00,2026-02-04 20:03:36,35.6,412,146,167
17610,29839,1029,2952,2026-02-06 19:25:00,2026-02-06 20:02:48,37.8,50,109,139
17611,29840,979,2952,2026-02-06 19:39:00,2026-02-06 20:24:00,45.0,60,110,145
17612,29841,997,2952,2026-02-06 19:24:00,2026-02-06 20:04:30,40.5,54,113,123
17613,29842,947,2952,2026-02-06 19:28:00,2026-02-06 20:21:48,53.8,71,103,116
17614,29844,929,2952,2026-02-06 19:22:00,2026-02-06 20:08:36,46.6,62,111,
17615,29845,994,2952,2026-02-06 19:37:00,2026-02-06 20:19:54,42.9,57,99,130
17616,29846,1028,2952,2026-02-06 19:40:00,2026-02-06 20:18:54,38.9,51,103,124
17617,29847,1019,2952,2026-02-06 19:41:00,2026-02-06 20:20:42,39.7,52,95,105
17618,29850,924,2952,2026-02-06 19:43:00,2026-02-06 20:27:24,44.4,59,111,143
17619,29853,953,2952,2026-02-06 19:30:00,2026-02-06 20:18:36,48.6,64,119,151
17620,29854,975,2952,2026-02-06 19:25:00,2026-02-06 20:09:36,44.6,59,108,127
17621,29856,930,2952,2026-02-06 19:31:00,2026-02-06 20:16:00,45.0,60,123,150
17622,29858,952,2952,2026-02-06 19:21:00,2026-02-06 20:07:36,46.6,62,100,129
17623,29859,989,2952,2026-02-06 19:20:00,2026-02-06 20:06:54,46.9,62,111,139
17624,29860,1030,2952,2026-02-06 19:45:00,2026-02-06 20:28:48,43.8,58,108,139
17625,29884,957,2955,2026-02-06 17:54:00,2026-02-06 18:40:00,46.0,647,133,157
17626,29885,987,2955,2026-02-06 18:00:00,2026-02-06 18:50:36,50.6,712,137,165
17627,29886,980,2955,2026-02-06 18:07:00,2026-02-06 18:54:00,47.0,661,117,146
17628,29888,1004,2955,2026-02-06 18:06:00,2026-02-06 18:53:24,47.4,667,128,140
17629,29889,1027,2955,2026-02-06 18:07:00,2026-02-06 18:47:48,40.8,574,118,147
17630,29890,927,2955,2026-02-06 18:08:00,2026-02-06 18:57:06,49.1,691,,176
17631,29893,925,2955,2026-02-06 17:51:00,2026-02-06 18:38:48,47.8,673,112,146
17632,29894,959,2955,2026-02-06 18:08:00,2026-02-06 18:54:06,46.1,649,138,159
17633,29897,946,2956,2026-02-03 12:12:00,2026-02-03 13:09:54,57.9,364,139,
17634,29898,958,2957,2026-02-04 18:31:00,2026-02-04 19:33:18,62.3,124,111,125
17635,29899,993,2957,2026-02-04 18:38:00,2026-02-04 19:40:06,62.1,124,95,116
17636,29901,997,2957,2026-02-04 18:43:00,2026-02-04 19:44:42,61.7,123,126,143
17637,29902,988,2957,2026-02-04 18:44:00,2026-02-04 19:54:36,70.6,141,114,149
17638,29903,932,2957,2026-02-04 18:36:00,2026-02-04 19:39:36,63.6,127,115,136
17639,29904,961,2957,2026-02-04 18:43:00,2026-02-04 19:49:42,66.7,133,115,132
17640,29905,930,2957,2026-02-04 18:25:00,2026-02-04 19:28:42,63.7,127,,136
17641,29906,1029,2957,2026-02-04 18:29:00,2026-02-04 19:37:12,68.2,136,120,
17642,29907,1022,2957,2026-02-04 18:40:00,2026-02-04 19:40:48,60.8,121,117,150
17643,29908,975,2958,2026-02-07 14:38:00,2026-02-07 14:57:06,19.1,19,120,138
17644,29909,955,2958,2026-02-07 14:57:00,2026-02-07 15:19:12,22.2,22,98,
17645,29910,962,2958,2026-02-07 15:00:00,2026-02-07 15:21:24,21.4,21,107,141
17646,29911,924,2958,2026-02-07 14:51:00,2026-02-07 15:06:00,15,15,122,145
17647,29912,988,2958,2026-02-07 14:54:00,2026-02-07 15:14:06,20.1,20,109,130
17648,29921,997,2960,2026-02-15 15:12:00,2026-02-15 16:20:48,68.8,756,142,172
17649,29922,1020,2960,2026-02-15 15:02:00,2026-02-15 16:15:36,73.6,809,125,152
17650,29924,936,2960,2026-02-15 15:12:00,2026-02-15 16:25:18,73.3,806,153,184
17651,29925,966,2960,2026-02-15 14:52:00,2026-02-15 16:18:42,86.7,953,131,145
17652,29926,955,2960,2026-02-15 14:57:00,2026-02-15 16:09:42,72.7,799,113,127
17653,29927,1008,2960,2026-02-15 14:52:00,2026-02-15 16:09:36,77.6,853,117,145
17654,29929,945,2960,2026-02-15 15:00:00,2026-02-15 16:20:24,80.4,884,119,138
17655,29930,975,2960,2026-02-15 14:55:00,2026-02-15 16:13:42,78.7,865,133,153
17656,29931,979,2960,2026-02-15 15:07:00,2026-02-15 16:19:42,72.7,799,123,154
17657,29932,987,2960,2026-02-15 15:00:00,2026-02-15 16:14:30,74.5,819,130,141
17658,29934,951,2960,2026-02-15 14:53:00,2026-02-15 16:06:00,73.0,802,121,156
17659,29935,959,2960,2026-02-15 15:15:00,2026-02-15 16:28:36,73.6,809,132,143
17660,29937,1019,2960,2026-02-15 15:03:00,2026-02-15 16:13:36,70.6,776,114,141
17661,29938,1000,2960,2026-02-15 15:12:00,2026-02-15 16:24:06,72.1,793,121,141
17662,29940,985,2960,2026-02-15 15:08:00,2026-02-15 16:22:12,74.2,816,127,149
17663,29941,1015,2960,2026-02-15 15:12:00,2026-02-15 16:32:18,80.3,883,121,133
17664,29942,1029,2960,2026-02-15 15:10:00,2026-02-15 16:23:12,73.2,805,120,132
17665,29943,956,2961,2026-02-09 07:27:00,2026-02-09 08:51:48,84.8,636,111,131
17666,29945,958,2961,2026-02-09 07:10:00,2026-02-09 08:39:42,89.7,672,133,155
17667,29946,935,2961,2026-02-09 07:13:00,2026-02-09 08:39:18,86.3,647,135,156
17668,29947,963,2961,2026-02-09 07:21:00,2026-02-09 08:55:54,94.9,711,130,141
17669,29948,959,2961,2026-02-09 07:13:00,2026-02-09 08:39:06,86.1,645,135,149
17670,29950,923,2961,2026-02-09 07:20:00,2026-02-09 08:44:18,84.3,632,122,145
17671,29951,946,2961,2026-02-09 07:19:00,2026-02-09 08:50:54,91.9,689,139,168
17672,29952,987,2961,2026-02-09 07:06:00,2026-02-09 08:33:54,87.9,659,123,152
17673,29954,972,2961,2026-02-09 07:23:00,2026-02-09 08:50:42,87.7,657,128,140
17674,29955,966,2961,2026-02-09 07:22:00,2026-02-09 08:55:06,93.1,698,118,149
17675,29956,974,2961,2026-02-09 07:07:00,2026-02-09 08:37:48,90.8,680,104,139
17676,29957,998,2961,2026-02-09 07:25:00,2026-02-09 09:00:24,95.4,715,130,
17677,29958,989,2961,2026-02-09 07:09:00,2026-02-09 08:40:54,91.9,689,136,153
17678,29959,1023,2962,2026-02-13 07:07:00,2026-02-13 08:21:54,74.9,137,102,115
17679,29960,958,2962,2026-02-13 07:13:00,2026-02-13 08:32:18,79.3,145,107,132
17680,29961,1018,2962,2026-02-13 07:15:00,2026-02-13 08:34:36,79.6,145,94,122
17681,29962,951,2962,2026-02-13 07:24:00,2026-02-13 08:46:24,82.4,151,102,127
