ranglijst_id,organisatie_id,medewerker_id,week_startdatum,rang,totaal_punten,activiteiten_bijgewoond,actieve_minuten
1310,3,625,2026-02-02,10,189,3,196
1311,3,704,2026-02-02,11,189,3,196
1312,3,808,2026-02-02,12,189,3,197
1313,3,667,2026-02-02,13,188,3,193
1314,3,621,2026-02-02,14,186,3,184
1315,3,655,2026-02-02,15,186,3,180
1316,3,603,2026-02-02,16,185,3,179
1317,3,604,2026-02-02,17,185,3,175
1318,3,659,2026-02-02,18,185,3,177
1319,3,754,2026-02-02,19,185,3,177
1320,3,798,2026-02-02,20,184,3,170
1321,3,696,2026-02-09,1,203,3,268
1322,3,832,2026-02-09,2,197,3,236
1323,3,687,2026-02-09,3,194,3,220
1324,3,859,2026-02-09,4,192,3,210
1325,3,896,2026-02-09,5,189,3,197
1326,3,730,2026-02-09,6,184,3,173
1327,3,758,2026-02-09,7,184,3,172
1328,3,602,2026-02-09,8,183,3,165
1329,3,766,2026-02-09,9,182,3,161
1330,3,847,2026-02-09,10,136,2,181
1331,3,861,2026-02-09,11,136,2,180
1332,3,913,2026-02-09,12,132,2,164
1333,3,725,2026-02-09,13,131,2,159
1334,3,718,2026-02-09,14,130,2,150
1335,3,794,2026-02-09,15,130,2,153
1336,3,853,2026-02-09,16,130,2,154
1337,3,647,2026-02-09,17,129,2,149
1338,3,659,2026-02-09,18,129,2,149
1339,3,662,2026-02-09,19,129,2,149
1340,3,677,2026-02-09,20,129,2,145
1341,3,659,2026-02-16,1,203,3,266
1342,3,792,2026-02-16,2,202,3,263
1343,3,892,2026-02-16,3,198,3,244
1344,3,602,2026-02-16,4,195,3,229
1345,3,790,2026-02-16,5,194,3,220
1346,3,896,2026-02-16,6,193,3,219
1347,3,820,2026-02-16,7,192,3,211
1348,3,617,2026-02-16,8,189,3,198
1349,3,817,2026-02-16,9,187,3,189
1350,3,731,2026-02-16,10,185,3,177
1351,3,911,2026-02-16,11,184,3,170
1352,3,853,2026-02-16,12,183,3,167
1353,3,677,2026-02-16,13,181,3,157
1354,3,621,2026-02-16,14,178,3,143
1355,3,781,2026-02-16,15,139,2,197
1356,3,743,2026-02-16,16,137,2,185
1357,3,685,2026-02-16,17,135,2,175
1358,3,824,2026-02-16,18,135,2,177
1359,3,682,2026-02-16,19,134,2,173
1360,3,872,2026-02-16,20,134,2,170
1361,3,889,2026-02-23,1,270,4,353
1362,3,717,2026-02-23,2,253,4,265
1363,3,910,2026-02-23,3,249,4,247
1364,3,687,2026-02-23,4,199,3,246
1365,3,829,2026-02-23,5,198,3,241
1366,3,830,2026-02-23,6,196,3,231
1367,3,773,2026-02-23,7,195,3,226
1368,3,861,2026-02-23,8,194,3,220
1369,3,831,2026-02-23,9,193,3,217
1370,3,818,2026-02-23,10,190,3,200
1371,3,815,2026-02-23,11,188,3,190
1372,3,780,2026-02-23,12,185,3,175
1373,3,781,2026-02-23,13,180,3,152
1374,3,840,2026-02-23,14,176,3,132
1375,3,603,2026-02-23,15,145,2,225
1376,3,730,2026-02-23,16,142,2,211
1377,3,820,2026-02-23,17,140,2,202
1378,3,758,2026-02-23,18,136,2,182
1379,3,822,2026-02-23,19,135,2,175
1380,3,778,2026-02-23,20,133,2,166
1381,3,776,2026-03-02,1,371,6,359
1382,3,740,2026-03-02,2,320,5,354
1383,3,601,2026-03-02,3,312,5,310
1384,3,892,2026-03-02,4,257,4,287
1385,3,796,2026-03-02,5,253,4,267
1386,3,908,2026-03-02,6,251,4,259
1387,3,800,2026-03-02,7,243,4,217
1388,3,629,2026-03-02,8,239,4,195
1389,3,625,2026-03-02,9,231,4,157
1390,3,669,2026-03-02,10,211,3,308
1391,3,687,2026-03-02,11,211,3,308
1392,3,812,2026-03-02,12,203,3,266
1393,3,743,2026-03-02,13,198,3,244
1394,3,607,2026-03-02,14,195,3,227
1395,3,699,2026-03-02,15,195,3,228
1396,3,654,2026-03-02,16,190,3,202
1397,3,681,2026-03-02,17,190,3,203
1398,3,646,2026-03-02,18,186,3,180
1399,3,645,2026-03-02,19,183,3,168
1400,3,665,2026-03-02,20,182,3,160
1401,3,758,2026-03-09,1,327,5,388
1402,3,856,2026-03-09,2,267,4,337
1403,3,708,2026-03-09,3,258,4,294
1404,3,630,2026-03-09,4,257,4,288
1405,3,650,2026-03-09,5,257,4,286
1406,3,787,2026-03-09,6,256,4,284
1407,3,917,2026-03-09,7,256,4,280
1408,3,725,2026-03-09,8,255,4,279
1409,3,754,2026-03-09,9,247,4,236
1410,3,682,2026-03-09,10,246,4,233
1411,3,802,2026-03-09,11,246,4,233
1412,3,822,2026-03-09,12,242,4,210
1413,3,679,2026-03-09,13,198,3,244
1414,3,799,2026-03-09,14,198,3,243
1415,3,919,2026-03-09,15,198,3,240
1416,3,671,2026-03-09,16,197,3,239
1417,3,901,2026-03-09,17,197,3,238
1418,3,786,2026-03-09,18,194,3,224
1419,3,781,2026-03-09,19,193,3,218
1420,3,840,2026-03-09,20,192,3,210
1421,3,818,2026-03-16,1,371,6,355
1422,3,751,2026-03-16,2,305,5,279
1423,3,708,2026-03-16,3,293,5,219
1424,3,725,2026-03-16,4,254,4,271
1425,3,656,2026-03-16,5,244,4,222
1426,3,839,2026-03-16,6,242,4,210
1427,3,701,2026-03-16,7,239,4,198
1428,3,785,2026-03-16,8,237,4,185
1429,3,758,2026-03-16,9,235,4,177
1430,3,629,2026-03-16,10,195,3,226
1431,3,915,2026-03-16,11,192,3,214
1432,3,776,2026-03-16,12,189,3,197
1433,3,680,2026-03-16,13,188,3,193
1434,3,917,2026-03-16,14,187,3,185
1435,3,775,2026-03-16,15,186,3,181
1436,3,884,2026-03-16,16,185,3,178
1437,3,636,2026-03-16,17,184,3,170
1438,3,795,2026-03-16,18,183,3,166
1439,3,780,2026-03-16,19,182,3,161
1440,3,892,2026-03-16,20,182,3,160
1441,3,839,2026-03-23,1,321,5,357
1442,3,730,2026-03-23,2,261,4,305
1443,3,625,2026-03-23,3,250,4,252
1444,3,601,2026-03-23,4,249,4,249
1445,3,605,2026-03-23,5,244,4,221
1446,3,725,2026-03-23,6,244,4,220
1447,3,758,2026-03-23,7,236,4,180
1448,3,692,2026-03-23,8,197,3,238
1449,3,890,2026-03-23,9,197,3,235
1450,3,691,2026-03-23,10,193,3,217
1451,3,621,2026-03-23,11,191,3,208
1452,3,687,2026-03-23,12,191,3,207
1453,3,832,2026-03-23,13,191,3,206
1454,3,861,2026-03-23,14,190,3,200
1455,3,675,2026-03-23,15,189,3,197
1456,3,877,2026-03-23,16,186,3,181
1457,3,902,2026-03-23,17,184,3,171
1458,3,624,2026-03-23,18,183,3,165
1459,3,739,2026-03-23,19,183,3,167
1460,3,812,2026-03-23,20,183,3,167
1461,3,852,2026-03-30,1,246,4,230
1462,3,610,2026-03-30,2,243,4,215
1463,3,700,2026-03-30,3,243,4,218
1464,3,831,2026-03-30,4,243,4,215
1465,3,822,2026-03-30,5,240,4,203
1466,3,616,2026-03-30,6,194,3,222
1467,3,919,2026-03-30,7,194,3,221
1468,3,902,2026-03-30,8,193,3,216
1469,3,812,2026-03-30,9,191,3,208
1470,3,878,2026-03-30,10,191,3,209
1471,3,744,2026-03-30,11,190,3,202
1472,3,914,2026-03-30,12,189,3,196
1473,3,917,2026-03-30,13,185,3,177
1474,3,701,2026-03-30,14,184,3,173
1475,3,602,2026-03-30,15,183,3,165
1476,3,728,2026-03-30,16,182,3,162
1477,3,858,2026-03-30,17,182,3,162
1478,3,640,2026-03-30,18,180,3,154
1479,3,659,2026-03-30,19,179,3,149
1480,3,775,2026-03-30,20,179,3,146
1481,3,605,2026-04-06,1,308,5,292
1482,3,625,2026-04-06,2,264,4,323
1483,3,772,2026-04-06,3,254,4,274
1484,3,920,2026-04-06,4,254,4,271
1485,3,758,2026-04-06,5,250,4,251
1486,3,884,2026-04-06,6,250,4,253
1487,3,816,2026-04-06,7,246,4,230
1488,3,784,2026-04-06,8,200,3,252
1489,3,766,2026-04-06,9,196,3,234
1490,3,905,2026-04-06,10,196,3,233
1491,3,910,2026-04-06,11,196,3,234
1492,3,899,2026-04-06,12,193,3,218
1493,3,848,2026-04-06,13,191,3,209
1494,3,650,2026-04-06,14,190,3,204
1495,3,683,2026-04-06,15,190,3,201
1496,3,687,2026-04-06,16,190,3,201
1497,3,684,2026-04-06,17,189,3,199
1498,3,643,2026-04-06,18,188,3,191
1499,3,691,2026-04-06,19,187,3,186
1500,3,824,2026-04-06,20,187,3,187
1501,3,851,2026-04-13,1,319,5,345
1502,3,892,2026-04-13,2,261,4,308
1503,3,881,2026-04-13,3,254,4,271
1504,3,896,2026-04-13,4,254,4,271
1505,3,918,2026-04-13,5,251,4,258
1506,3,855,2026-04-13,6,249,4,248
1507,3,650,2026-04-13,7,243,4,217
1508,3,877,2026-04-13,8,199,3,249
1509,3,616,2026-04-13,9,195,3,225
1510,3,685,2026-04-13,10,195,3,228
1511,3,800,2026-04-13,11,195,3,228
1512,3,859,2026-04-13,12,195,3,228
1513,3,725,2026-04-13,13,194,3,221
1514,3,736,2026-04-13,14,193,3,217
1515,3,809,2026-04-13,15,193,3,219
1516,3,717,2026-04-13,16,192,3,210
1517,3,890,2026-04-13,17,191,3,205
1518,3,704,2026-04-13,18,189,3,198
1519,3,888,2026-04-13,19,188,3,194
1520,3,731,2026-04-13,20,186,3,184
1521,3,625,2026-04-20,1,306,5,283
1522,3,680,2026-04-20,2,259,4,295
1523,3,812,2026-04-20,3,247,4,236
1524,3,848,2026-04-20,4,245,4,226
1525,3,919,2026-04-20,5,241,4,207
1526,3,667,2026-04-20,6,198,3,241
1527,3,841,2026-04-20,7,197,3,236
1528,3,655,2026-04-20,8,195,3,225
1529,3,726,2026-04-20,9,192,3,213
1530,3,817,2026-04-20,10,192,3,210
1531,3,914,2026-04-20,11,190,3,200
1532,3,751,2026-04-20,12,189,3,197
1533,3,776,2026-04-20,13,189,3,199
1534,3,887,2026-04-20,14,189,3,198
1535,3,782,2026-04-20,15,187,3,188
1536,3,643,2026-04-20,16,186,3,184
1537,3,916,2026-04-20,17,186,3,183
1538,3,670,2026-04-20,18,185,3,178
1539,3,687,2026-04-20,19,183,3,166
1540,3,761,2026-04-20,20,183,3,166
1541,3,868,2026-04-27,1,330,5,402
1542,3,731,2026-04-27,2,329,5,399
1543,3,863,2026-04-27,3,311,5,309
1544,3,667,2026-04-27,4,266,4,333
1545,3,852,2026-04-27,5,251,4,255
1546,3,889,2026-04-27,6,212,3,310
1547,3,829,2026-04-27,7,202,3,260
1548,3,909,2026-04-27,8,202,3,260
1549,3,801,2026-04-27,9,198,3,243
1550,3,861,2026-04-27,10,194,3,224
1551,3,711,2026-04-27,11,193,3,216
1552,3,702,2026-04-27,12,192,3,211
1553,3,791,2026-04-27,13,191,3,205
1554,3,789,2026-04-27,14,188,3,192
1555,3,850,2026-04-27,15,188,3,191
1556,3,744,2026-04-27,16,185,3,177
1557,3,830,2026-04-27,17,184,3,170
1558,3,890,2026-04-27,18,184,3,170
1559,3,796,2026-04-27,19,181,3,156
1560,3,687,2026-04-27,20,180,3,153
1561,4,941,2025-11-03,1,121,2,105
1562,4,973,2025-11-03,2,117,2,86
1563,4,957,2025-11-03,3,115,2,79
1564,4,1000,2025-11-03,4,115,2,79
1565,4,1029,2025-11-03,5,113,2,68
1566,4,955,2025-11-03,6,63,1,67
1567,4,999,2025-11-03,7,62,1,63
1568,4,951,2025-11-03,8,61,1,59
1569,4,961,2025-11-03,9,61,1,58
1570,4,952,2025-11-03,10,60,1,52
1571,4,942,2025-11-03,11,59,1,47
1572,4,1022,2025-11-03,12,59,1,49
1573,4,924,2025-11-03,13,58,1,40
1574,4,935,2025-11-03,14,58,1,43
1575,4,972,2025-11-03,15,58,1,41
1576,4,981,2025-11-03,16,58,1,43
1577,4,1025,2025-11-03,17,57,1,37
1578,4,937,2025-11-03,18,57,1,36
1579,4,945,2025-11-03,19,57,1,36
1580,4,1003,2025-11-03,20,57,1,36
1581,4,951,2025-11-10,1,301,5,258
1582,4,972,2025-11-10,2,243,4,215
1583,4,1013,2025-11-10,3,241,4,209
1584,4,973,2025-11-10,4,239,4,198
1585,4,962,2025-11-10,5,183,3,166
1586,4,993,2025-11-10,6,183,3,166
1587,4,945,2025-11-10,7,180,3,154
1588,4,1028,2025-11-10,8,178,3,140
1589,4,925,2025-11-10,9,178,3,140
1590,4,959,2025-11-10,10,178,3,141
1591,4,1022,2025-11-10,11,123,2,116
1592,4,1023,2025-11-10,12,123,2,119
1593,4,980,2025-11-10,13,122,2,110
1594,4,1017,2025-11-10,14,122,2,110
1595,4,924,2025-11-10,15,121,2,108
1596,4,939,2025-11-10,16,121,2,106
1597,4,964,2025-11-10,17,121,2,105
1598,4,983,2025-11-10,18,121,2,107
1599,4,1012,2025-11-10,19,121,2,109
1600,4,1019,2025-11-10,20,121,2,107
1601,4,1013,2025-11-17,1,177,3,136
1602,4,1012,2025-11-17,2,127,2,136
1603,4,930,2025-11-17,3,123,2,117
1604,4,978,2025-11-17,4,123,2,118
1605,4,987,2025-11-17,5,123,2,117
1606,4,1017,2025-11-17,6,122,2,113
1607,4,1027,2025-11-17,7,121,2,107
1608,4,995,2025-11-17,8,121,2,107
1609,4,973,2025-11-17,9,119,2,95
1610,4,951,2025-11-17,10,117,2,88
1611,4,947,2025-11-17,11,116,2,84
1612,4,960,2025-11-17,12,63,1,68
1613,4,961,2025-11-17,13,63,1,68
1614,4,962,2025-11-17,14,62,1,60
1615,4,974,2025-11-17,15,62,1,61
1616,4,983,2025-11-17,16,62,1,61
1617,4,1000,2025-11-17,17,62,1,63
1618,4,924,2025-11-17,18,61,1,57
1619,4,964,2025-11-17,19,61,1,58
1620,4,1021,2025-11-17,20,61,1,57
1621,4,1012,2025-11-24,1,123,2,118
1622,4,1000,2025-11-24,2,122,2,110
1623,4,989,2025-11-24,3,74,1,120
1624,4,974,2025-11-24,4,73,1,118
1625,4,1022,2025-11-24,5,73,1,117
1626,4,929,2025-11-24,6,65,1,75
1627,4,941,2025-11-24,7,65,1,79
1628,4,927,2025-11-24,8,64,1,70
1629,4,962,2025-11-24,9,64,1,73
1630,4,966,2025-11-24,10,64,1,70
1631,4,978,2025-11-24,11,64,1,71
1632,4,994,2025-11-24,12,63,1,67
1633,4,947,2025-11-24,13,59,1,45
1634,4,955,2025-11-24,14,59,1,47
1635,4,1019,2025-11-24,15,59,1,48
1636,4,1028,2025-11-24,16,58,1,42
1637,4,946,2025-11-24,17,58,1,40
1638,4,923,2025-11-24,18,57,1,37
1639,4,951,2025-11-24,19,57,1,39
1640,4,925,2025-11-24,20,56,1,32
1641,4,987,2025-12-01,1,304,5,274
1642,4,997,2025-12-01,2,248,4,241
1643,4,981,2025-12-01,3,191,3,206
1644,4,925,2025-12-01,4,183,3,168
1645,4,994,2025-12-01,5,181,3,156
1646,4,927,2025-12-01,6,131,2,155
1647,4,939,2025-12-01,7,124,2,121
1648,4,943,2025-12-01,8,124,2,123
1649,4,989,2025-12-01,9,124,2,122
1650,4,945,2025-12-01,10,123,2,116
1651,4,959,2025-12-01,11,123,2,115
1652,4,974,2025-12-01,12,123,2,116
1653,4,995,2025-12-01,13,123,2,119
1654,4,955,2025-12-01,14,122,2,113
1655,4,921,2025-12-01,15,121,2,106
1656,4,1012,2025-12-01,16,121,2,107
1657,4,923,2025-12-01,17,120,2,100
1658,4,1022,2025-12-01,18,120,2,102
1659,4,1026,2025-12-01,19,117,2,88
1660,4,946,2025-12-01,20,116,2,80
1661,4,1000,2025-12-08,1,253,4,269
1662,4,1019,2025-12-08,2,184,3,173
1663,4,945,2025-12-08,3,134,2,174
1664,4,929,2025-12-08,4,132,2,163
1665,4,939,2025-12-08,5,130,2,151
1666,4,979,2025-12-08,6,130,2,150
1667,4,1020,2025-12-08,7,129,2,147
1668,4,946,2025-12-08,8,124,2,122
1669,4,955,2025-12-08,9,123,2,117
1670,4,930,2025-12-08,10,121,2,107
1671,4,1027,2025-12-08,11,120,2,100
1672,4,997,2025-12-08,12,120,2,103
1673,4,962,2025-12-08,13,119,2,98
1674,4,1029,2025-12-08,14,116,2,80
1675,4,975,2025-12-08,15,116,2,80
1676,4,1023,2025-12-08,16,114,2,74
1677,4,1028,2025-12-08,17,71,1,107
1678,4,978,2025-12-08,18,66,1,84
1679,4,957,2025-12-08,19,65,1,76
1680,4,993,2025-12-08,20,65,1,79
1681,4,999,2025-12-15,1,242,4,213
1682,4,923,2025-12-15,2,187,3,185
1683,4,975,2025-12-15,3,186,3,181
1684,4,1027,2025-12-15,4,183,3,167
1685,4,922,2025-12-15,5,181,3,159
1686,4,951,2025-12-15,6,181,3,159
1687,4,936,2025-12-15,7,178,3,144
1688,4,973,2025-12-15,8,175,3,125
1689,4,981,2025-12-15,9,174,3,121
1690,4,935,2025-12-15,10,131,2,155
1691,4,998,2025-12-15,11,128,2,141
1692,4,995,2025-12-15,12,126,2,133
1693,4,1025,2025-12-15,13,125,2,127
1694,4,960,2025-12-15,14,125,2,127
1695,4,930,2025-12-15,15,124,2,120
1696,4,1013,2025-12-15,16,123,2,115
1697,4,1018,2025-12-15,17,122,2,110
1698,4,990,2025-12-15,18,121,2,108
1699,4,1028,2025-12-15,19,120,2,102
1700,4,1020,2025-12-15,20,120,2,103
1701,4,974,2025-12-22,1,127,2,138
1702,4,995,2025-12-22,2,119,2,96
1703,4,1019,2025-12-22,3,118,2,91
1704,4,922,2025-12-22,4,63,1,67
1705,4,1023,2025-12-22,5,62,1,61
1706,4,955,2025-12-22,6,61,1,55
1707,4,962,2025-12-22,7,61,1,56
1708,4,966,2025-12-22,8,61,1,59
1709,4,981,2025-12-22,9,61,1,57
1710,4,985,2025-12-22,10,61,1,58
1711,4,1000,2025-12-22,11,61,1,56
1712,4,1012,2025-12-22,12,61,1,55
1713,4,1015,2025-12-22,13,61,1,55
1714,4,1017,2025-12-22,14,61,1,55
1715,4,1025,2025-12-22,15,60,1,50
1716,4,1028,2025-12-22,16,60,1,54
1717,4,927,2025-12-22,17,60,1,52
1718,4,965,2025-12-22,18,60,1,51
1719,4,1022,2025-12-22,19,58,1,41
1720,4,1029,2025-12-22,20,57,1,36
1721,4,960,2025-12-29,1,130,2,150
1722,4,1020,2025-12-29,2,130,2,153
1723,4,990,2025-12-29,3,129,2,148
1724,4,1022,2025-12-29,4,129,2,148
1725,4,947,2025-12-29,5,128,2,143
1726,4,1025,2025-12-29,6,125,2,129
1727,4,973,2025-12-29,7,124,2,121
1728,4,1008,2025-12-29,8,124,2,120
1729,4,964,2025-12-29,9,123,2,119
1730,4,946,2025-12-29,10,69,1,97
1731,4,1028,2025-12-29,11,68,1,91
1732,4,1030,2025-12-29,12,68,1,91
1733,4,998,2025-12-29,13,68,1,93
1734,4,1027,2025-12-29,14,67,1,88
1735,4,932,2025-12-29,15,67,1,85
1736,4,972,2025-12-29,16,67,1,88
1737,4,975,2025-12-29,17,67,1,85
1738,4,987,2025-12-29,18,67,1,87
1739,4,1013,2025-12-29,19,66,1,81
1740,4,930,2025-12-29,20,63,1,69
1741,4,925,2026-01-05,1,254,4,274
1742,4,1023,2026-01-05,2,254,4,270
1743,4,999,2026-01-05,3,253,4,268
1744,4,1018,2026-01-05,4,251,4,257
1745,4,1013,2026-01-05,5,250,4,251
1746,4,990,2026-01-05,6,241,4,209
1747,4,985,2026-01-05,7,195,3,228
1748,4,983,2026-01-05,8,194,3,224
1749,4,943,2026-01-05,9,191,3,207
1750,4,957,2026-01-05,10,191,3,208
1751,4,959,2026-01-05,11,191,3,207
1752,4,1017,2026-01-05,12,190,3,202
1753,4,1020,2026-01-05,13,184,3,172
1754,4,966,2026-01-05,14,178,3,142
1755,4,946,2026-01-05,15,134,2,172
1756,4,1027,2026-01-05,16,132,2,162
1757,4,1022,2026-01-05,17,129,2,145
1758,4,973,2026-01-05,18,128,2,142
1759,4,1026,2026-01-05,19,127,2,137
1760,4,1028,2026-01-05,20,127,2,136
1761,4,923,2026-01-12,1,139,2,198
1762,4,980,2026-01-12,2,138,2,190
1763,4,1017,2026-01-12,3,138,2,194
1764,4,947,2026-01-12,4,134,2,172
1765,4,956,2026-01-12,5,130,2,151
1766,4,945,2026-01-12,6,128,2,143
1767,4,930,2026-01-12,7,121,2,107
1768,4,946,2026-01-12,8,119,2,96
1769,4,1012,2026-01-12,9,76,1,130
1770,4,961,2026-01-12,10,75,1,126
1771,4,969,2026-01-12,11,75,1,127
1772,4,963,2026-01-12,12,74,1,122
1773,4,964,2026-01-12,13,74,1,122
1774,4,987,2026-01-12,14,74,1,122
1775,4,953,2026-01-12,15,73,1,119
1776,4,983,2026-01-12,16,73,1,118
1777,4,1000,2026-01-12,17,72,1,112
1778,4,1019,2026-01-12,18,71,1,109
1779,4,975,2026-01-12,19,65,1,75
1780,4,936,2026-01-12,20,64,1,71
1781,4,953,2026-01-19,1,244,4,222
1782,4,979,2026-01-19,2,243,4,216
1783,4,989,2026-01-19,3,190,3,203
1784,4,999,2026-01-19,4,190,3,201
1785,4,958,2026-01-19,5,187,3,186
1786,4,939,2026-01-19,6,186,3,182
1787,4,946,2026-01-19,7,186,3,180
1788,4,943,2026-01-19,8,184,3,174
1789,4,927,2026-01-19,9,180,3,153
1790,4,945,2026-01-19,10,124,2,122
1791,4,974,2026-01-19,11,124,2,122
1792,4,1016,2026-01-19,12,119,2,95
1793,4,1029,2026-01-19,13,68,1,94
1794,4,981,2026-01-19,14,68,1,94
1795,4,969,2026-01-19,15,65,1,79
1796,4,925,2026-01-19,16,64,1,70
1797,4,966,2026-01-19,17,64,1,70
1798,4,1003,2026-01-19,18,64,1,72
1799,4,1022,2026-01-19,19,64,1,74
1800,4,942,2026-01-19,20,63,1,65
1801,4,921,2026-01-26,1,254,4,272
1802,4,962,2026-01-26,2,248,4,240
1803,4,1022,2026-01-26,3,247,4,238
1804,4,1019,2026-01-26,4,246,4,231
1805,4,965,2026-01-26,5,244,4,220
1806,4,972,2026-01-26,6,241,4,205
1807,4,963,2026-01-26,7,191,3,207
1808,4,960,2026-01-26,8,188,3,191
1809,4,956,2026-01-26,9,184,3,172
1810,4,1029,2026-01-26,10,182,3,162
1811,4,931,2026-01-26,11,177,3,137
1812,4,1025,2026-01-26,12,176,3,134
1813,4,941,2026-01-26,13,134,2,170
1814,4,1027,2026-01-26,14,131,2,155
1815,4,989,2026-01-26,15,129,2,148
1816,4,947,2026-01-26,16,128,2,142
1817,4,973,2026-01-26,17,127,2,139
1818,4,997,2026-01-26,18,126,2,132
1819,4,1016,2026-01-26,19,126,2,131
1820,4,995,2026-01-26,20,125,2,125
1821,4,993,2026-02-02,1,131,2,155
1822,4,980,2026-02-02,2,125,2,128
1823,4,1029,2026-02-02,3,121,2,106
1824,4,930,2026-02-02,4,121,2,108
1825,4,997,2026-02-02,5,120,2,102
1826,4,988,2026-02-02,6,118,2,90
1827,4,1022,2026-02-02,7,117,2,88
1828,4,975,2026-02-02,8,112,2,63
1829,4,924,2026-02-02,9,111,2,59
1830,4,998,2026-02-02,10,69,1,95
1831,4,931,2026-02-02,11,68,1,92
1832,4,999,2026-02-02,12,67,1,86
1833,4,1017,2026-02-02,13,65,1,78
1834,4,961,2026-02-02,14,63,1,66
1835,4,932,2026-02-02,15,62,1,63
1836,4,958,2026-02-02,16,62,1,62
1837,4,946,2026-02-02,17,61,1,57
1838,4,947,2026-02-02,18,60,1,53
1839,4,987,2026-02-02,19,60,1,50
1840,4,925,2026-02-02,20,59,1,47
1841,4,956,2026-02-09,1,185,3,179
1842,4,985,2026-02-09,2,185,3,179
1843,4,966,2026-02-09,3,135,2,179
1844,4,958,2026-02-09,4,133,2,169
1845,4,987,2026-02-09,5,132,2,162
1846,4,951,2026-02-09,6,131,2,155
1847,4,959,2026-02-09,7,131,2,159
1848,4,1020,2026-02-09,8,129,2,146
1849,4,1015,2026-02-09,9,128,2,144
1850,4,925,2026-02-09,10,126,2,133
1851,4,936,2026-02-09,11,126,2,132
1852,4,955,2026-02-09,12,123,2,115
1853,4,1019,2026-02-09,13,123,2,116
1854,4,942,2026-02-09,14,122,2,113
1855,4,962,2026-02-09,15,121,2,108
1856,4,997,2026-02-09,16,119,2,99
1857,4,927,2026-02-09,17,114,2,73
1858,4,998,2026-02-09,18,69,1,95
1859,4,946,2026-02-09,19,68,1,91
1860,4,963,2026-02-09,20,68,1,94
1861,4,1025,2026-02-16,1,192,3,212
1862,4,1029,2026-02-16,2,178,3,140
1863,4,990,2026-02-16,3,178,3,144
1864,4,1008,2026-02-16,4,176,3,130
1865,4,941,2026-02-16,5,131,2,156
1866,4,969,2026-02-16,6,130,2,152
1867,4,1004,2026-02-16,7,130,2,152
1868,4,991,2026-02-16,8,128,2,140
1869,4,951,2026-02-16,9,127,2,135
1870,4,927,2026-02-16,10,126,2,130
1871,4,925,2026-02-16,11,125,2,128
1872,4,957,2026-02-16,12,124,2,121
1873,4,923,2026-02-16,13,121,2,105
1874,4,958,2026-02-16,14,118,2,92
1875,4,931,2026-02-16,15,116,2,82
1876,4,1003,2026-02-16,16,116,2,81
1877,4,966,2026-02-16,17,113,2,69
1878,4,942,2026-02-16,18,68,1,92
1879,4,945,2026-02-16,19,68,1,93
1880,4,948,2026-02-16,20,68,1,93
1881,4,989,2026-02-23,1,267,4,336
1882,4,994,2026-02-23,2,265,4,327
1883,4,993,2026-02-23,3,246,4,233
1884,4,935,2026-02-23,4,201,3,257
1885,4,960,2026-02-23,5,191,3,209
1886,4,966,2026-02-23,6,189,3,197
1887,4,939,2026-02-23,7,182,3,163
1888,4,961,2026-02-23,8,177,3,138
1889,4,981,2026-02-23,9,137,2,187
1890,4,973,2026-02-23,10,134,2,172
1891,4,965,2026-02-23,11,133,2,168
1892,4,1008,2026-02-23,12,133,2,167
1893,4,927,2026-02-23,13,132,2,161
1894,4,957,2026-02-23,14,131,2,156
1895,4,922,2026-02-23,15,128,2,143
1896,4,1018,2026-02-23,16,128,2,142
1897,4,1012,2026-02-23,17,126,2,133
1898,4,963,2026-02-23,18,124,2,124
1899,4,977,2026-02-23,19,124,2,124
1900,4,924,2026-02-23,20,123,2,118
1901,4,943,2026-03-02,1,190,3,200
1902,4,1000,2026-03-02,2,187,3,187
1903,4,972,2026-03-02,3,186,3,181
1904,4,942,2026-03-02,4,132,2,162
1905,4,966,2026-03-02,5,131,2,157
1906,4,993,2026-03-02,6,131,2,156
1907,4,939,2026-03-02,7,130,2,153
1908,4,1022,2026-03-02,8,129,2,148
1909,4,1008,2026-03-02,9,128,2,140
1910,4,1028,2026-03-02,10,127,2,138
1911,4,1009,2026-03-02,11,127,2,136
1912,4,1017,2026-03-02,12,127,2,135
1913,4,990,2026-03-02,13,126,2,134
1914,4,964,2026-03-02,14,120,2,101
1915,4,930,2026-03-02,15,117,2,85
1916,4,944,2026-03-02,16,69,1,98
1917,4,941,2026-03-02,17,68,1,92
1918,4,971,2026-03-02,18,68,1,90
1919,4,973,2026-03-02,19,68,1,93
1920,4,977,2026-03-02,20,68,1,90
1921,4,981,2026-03-09,1,258,4,292
1922,4,975,2026-03-09,2,248,4,240
1923,4,978,2026-03-09,3,196,3,234
1924,4,964,2026-03-09,4,195,3,225
1925,4,955,2026-03-09,5,187,3,189
1926,4,926,2026-03-09,6,186,3,182
1927,4,1019,2026-03-09,7,186,3,184
1928,4,927,2026-03-09,8,184,3,172
1929,4,990,2026-03-09,9,184,3,172
1930,4,988,2026-03-09,10,182,3,164
1931,4,1008,2026-03-09,11,182,3,164
1932,4,962,2026-03-09,12,181,3,156
1933,4,963,2026-03-09,13,181,3,157
1934,4,960,2026-03-09,14,132,2,164
1935,4,942,2026-03-09,15,130,2,154
1936,4,1018,2026-03-09,16,130,2,151
1937,4,945,2026-03-09,17,129,2,147
